concept|relations|other_type|text
하역 작업표와 통관 기록의 교대 인계 충돌 조정|classification,boundary,function,other|식별 기록 상충|기록된 사례 ‘하역 작업표와 통관 기록의 교대 인계 충돌 조정’의 입력과 결과를 살핀다. 자료의 조건이 서로 다르면 출처와 시각을 비교한다. ‘하역 작업표와 통관 기록의 교대 인계 충돌 조정’ 관계의 우선 근거를 확인한 뒤 충돌한 조치는 보류하고 승인된 판단을 기록한다. 분류 체계 안에서의 위치를 확인한다. 구분이 바뀌는 지점을 따로 표시한다. 각 요소가 맡은 기능을 설명한다. 확인된 사실만 관계로 기록한다. 자료가 어긋나면 추가 확인 전까지 판단을 보류한다. ‘식별 기록 상충’ 상태에서는 확인된 사실만 남기고 추정은 보류한다.
위험물 구역 우선 컨테이너 크레인 예외의 발생 직후 경로|process,state,contrast||자료에 적힌 ‘위험물 구역 우선 컨테이너 크레인 예외의 발생 직후 경로’ 사례를 시간 순으로 배열한다. 자료의 조건이 서로 다르면 출처와 시각을 비교한다. ‘위험물 구역 우선 컨테이너 크레인 예외의 발생 직후 경로’ 관계의 우선 근거를 확인한 뒤 충돌한 조치는 보류하고 승인된 판단을 기록한다. 앞 단계와 다음 단계의 과정을 확인한다. 변경 전후의 상태를 따로 적는다. 대립하는 지시를 나란히 놓고 대조한다. 확인되지 않은 단계는 사실로 확정하지 않는다.
정기 운전에서 야드 위치표와 냉동 컨테이너를 가르는 통관 기록|boundary,role,attribute||담당자는 ‘정기 운전에서 야드 위치표와 냉동 컨테이너를 가르는 통관 기록 기준’ 사례의 근거부터 확인한다. 자료의 조건이 서로 다르면 출처와 시각을 비교한다. ‘정기 운전에서 야드 위치표와 냉동 컨테이너를 가르는 통관 기록’ 관계의 우선 근거를 확인한 뒤 충돌한 조치는 보류하고 승인된 판단을 기록한다. 혼동하기 쉬운 대상의 경계를 구분한다. 작업자의 역할을 구분해 기록한다. 측정된 성질을 원자료와 맞춘다. 누락된 근거는 별도 항목으로 남긴다.
트럭 배차표 기록과 게이트 대기열 지시의 예외 기간 우선순위|boundary,comparison,state||운영 자료의 사례명은 ‘트럭 배차표 기록과 게이트 대기열 지시의 예외 기간 우선순위’이다. 두 자료가 다른 결론을 가리키는 경우 각 근거를 따로 확인한다. ‘트럭 배차표 기록과 게이트 대기열 지시의 예외 기간 우선순위’ 관계의 적용 조건이 맞지 않으면 결정을 보류하고 차이를 기록한다. 서로 다른 대상을 섞지 않고 분리한다. 높고 낮은 정도를 나란히 확인한다. 변경 전후의 상태를 따로 적는다. 관측 범위를 넘는 결론은 기록하지 않는다.
반출 승인과 항만 관제기의 충돌 시 하역 작업표 보류 판단|process,boundary,role||현장 기록에서 ‘반출 승인과 항만 관제기의 충돌 시 하역 작업표 보류 판단’ 사례를 먼저 읽는다. 두 자료가 다른 결론을 가리키는 경우 각 근거를 따로 확인한다. ‘반출 승인과 항만 관제기의 충돌 시 하역 작업표 보류 판단’ 관계의 적용 조건이 맞지 않으면 결정을 보류하고 차이를 기록한다. 앞 단계와 다음 단계의 과정을 확인한다. 혼동하기 쉬운 대상의 경계를 구분한다. 작업자의 역할을 구분해 기록한다. 자료가 어긋나면 추가 확인 전까지 판단을 보류한다.
선박 접안표와 통관 기록의 원격 관찰 충돌 조정|state,contrast,comparison||검토표에는 ‘선박 접안표와 통관 기록의 원격 관찰 충돌 조정’라는 사례가 남아 있다. 두 자료가 다른 결론을 가리키는 경우 각 근거를 따로 확인한다. ‘선박 접안표와 통관 기록의 원격 관찰 충돌 조정’ 관계의 적용 조건이 맞지 않으면 결정을 보류하고 차이를 기록한다. 변경 전후의 상태를 따로 적는다. 대립하는 지시를 나란히 놓고 대조한다. 높고 낮은 정도를 나란히 확인한다. 확인되지 않은 단계는 사실로 확정하지 않는다.
항만 관제기 우선 반출 승인 예외의 부분 회복 경로|classification,boundary,function||기록된 사례 ‘항만 관제기 우선 반출 승인 예외의 부분 회복 경로’의 입력과 결과를 살핀다. 두 자료가 다른 결론을 가리키는 경우 각 근거를 따로 확인한다. ‘항만 관제기 우선 반출 승인 예외의 부분 회복 경로’ 관계의 적용 조건이 맞지 않으면 결정을 보류하고 차이를 기록한다. 분류 체계 안에서의 위치를 확인한다. 구분이 바뀌는 지점을 따로 표시한다. 각 요소가 맡은 기능을 설명한다. 누락된 근거는 별도 항목으로 남긴다.
비상 전환에서 게이트 대기열과 트럭 배차표를 가르는 컨테이너|process,state,contrast||자료에 적힌 ‘비상 전환에서 게이트 대기열과 트럭 배차표를 가르는 컨테이너 크레인 기준’ 사례를 시간 순으로 배열한다. 두 자료가 다른 결론을 가리키는 경우 각 근거를 따로 확인한다. ‘비상 전환에서 게이트 대기열과 트럭 배차표를 가르는 컨테이너’ 관계의 적용 조건이 맞지 않으면 결정을 보류하고 차이를 기록한다. 앞 단계와 다음 단계의 과정을 확인한다. 변경 전후의 상태를 따로 적는다. 대립하는 지시를 나란히 놓고 대조한다. 관측 범위를 넘는 결론은 기록하지 않는다.
냉동 컨테이너 기록과 야드 위치표 지시의 대체 자원 우선순위|boundary,role,attribute||담당자는 ‘냉동 컨테이너 기록과 야드 위치표 지시의 대체 자원 우선순위’ 사례의 근거부터 확인한다. 두 자료가 다른 결론을 가리키는 경우 각 근거를 따로 확인한다. ‘냉동 컨테이너 기록과 야드 위치표 지시의 대체 자원 우선순위’ 관계의 적용 조건이 맞지 않으면 결정을 보류하고 차이를 기록한다. 혼동하기 쉬운 대상의 경계를 구분한다. 작업자의 역할을 구분해 기록한다. 측정된 성질을 원자료와 맞춘다. 자료가 어긋나면 추가 확인 전까지 판단을 보류한다.
컨테이너 크레인과 위험물 구역의 충돌 시 현장 신호수 보류 판단|boundary,comparison,state||운영 자료의 사례명은 ‘컨테이너 크레인과 위험물 구역의 충돌 시 현장 신호수 보류 판단’이다. 변경된 지시와 기존 기록의 시점을 대조해 ‘컨테이너 크레인과 위험물 구역의 충돌 시 현장 신호수 보류 판단’ 관계의 충돌 원인을 확인한다. 책임자가 승인하기 전에는 실행을 보류하고 판단을 기록한다. 서로 다른 대상을 섞지 않고 분리한다. 높고 낮은 정도를 나란히 확인한다. 변경 전후의 상태를 따로 적는다. 확인되지 않은 단계는 사실로 확정하지 않는다.
