concept|relations|other_type|text
복습 알림 관측 공백 시 수료 판정 범위 제한|state,comparison,other|센서 채널 불일치|현장 기록에서 ‘복습·알림·관측·공백·시·수료·판정·범위·제한’ 사례를 먼저 읽는다. 관측 자료가 일부인 경우 확인값과 추정값을 나눈다. ‘복습 알림 관측 공백 시 수료 판정 범위 제한’ 관계의 빈 구간은 추가 자료를 확인할 때까지 연결을 보류하고 미확인 단계는 기록한다. 현재 상태와 이전 상태를 함께 확인한다. 기준값과 관측값의 차이를 비교한다. 확인된 사실만 관계로 기록한다. 누락된 근거는 별도 항목으로 남긴다. ‘센서 채널 불일치’이면 관측값과 추정값을 나누어 기록한다.
긴급 확인에 확인된 진도 기록과 접속 로그의 부분 경로|process,boundary,attribute||검토표에는 ‘긴급·확인에·확인된·진도·기록과·접속·로그의·부분·경로’라는 사례가 남아 있다. 관측 자료가 일부인 경우 확인값과 추정값을 나눈다. ‘긴급 확인에 확인된 진도 기록과 접속 로그의 부분 경로’ 관계의 빈 구간은 추가 자료를 확인할 때까지 연결을 보류하고 미확인 단계는 기록한다. 발생 순서와 이후 단계를 기록한다. 서로 다른 대상을 섞지 않고 분리한다. 측정된 성질을 원자료와 맞춘다. 관측 범위를 넘는 결론은 기록하지 않는다.
과제 제출함 표본 부족 뒤 수료 판정 연결을 보류하는 장기 관찰|part_of,state,other|다음 단계 입력 결측|기록된 사례 ‘과제·제출함·표본·부족·뒤·수료·판정·연결을·보류하는·장기·관찰’의 입력과 결과를 살핀다. 관측 자료가 일부인 경우 확인값과 추정값을 나눈다. ‘과제 제출함 표본 부족 뒤 수료 판정 연결을 보류하는 장기 관찰’ 관계의 빈 구간은 추가 자료를 확인할 때까지 연결을 보류하고 미확인 단계는 기록한다. 구성 부분과 전체 단위를 나누어 적는다. 현재 상태와 이전 상태를 함께 확인한다. 근거가 부족한 연결은 미확정으로 남긴다. 자료가 어긋나면 추가 확인 전까지 판단을 보류한다. ‘다음 단계 입력 결측’ 상태에서는 확인된 사실만 남기고 추정은 보류한다.
보이지 않은 학습자 계정과 확인된 학습 목표표의 구분|state,boundary,other|중간 관측 결측|자료에 적힌 ‘보이지·않은·학습자·계정과·확인된·학습·목표표의·구분’ 사례를 시간 순으로 배열한다. 관측 자료가 일부인 경우 확인값과 추정값을 나눈다. ‘보이지 않은 학습자 계정과 확인된 학습 목표표의 구분’ 관계의 빈 구간은 추가 자료를 확인할 때까지 연결을 보류하고 미확인 단계는 기록한다. 현재 상태와 이전 상태를 함께 확인한다. 혼동하기 쉬운 대상의 경계를 구분한다. 확인된 사실만 관계로 기록한다. 확인되지 않은 단계는 사실로 확정하지 않는다. ‘중간 관측 결측’ 조건이 해소되기 전에는 다음 판단을 확정하지 않는다.
튜터 배정표 기록 부족에 따른 퀴즈 채점기 추정 보류|process,other,role|출처 연결 불명|담당자는 ‘튜터·배정표·기록·부족에·따른·퀴즈·채점기·추정·보류’ 사례의 근거부터 확인한다. 관측 자료가 일부인 경우 확인값과 추정값을 나눈다. ‘튜터 배정표 기록 부족에 따른 퀴즈 채점기 추정 보류’ 관계의 빈 구간은 추가 자료를 확인할 때까지 연결을 보류하고 미확인 단계는 기록한다. 발생 순서와 이후 단계를 기록한다. 확인된 사실만 관계로 기록한다. 운영 담당자가 맡은 책임을 확인한다. 누락된 근거는 별도 항목으로 남긴다. ‘출처 연결 불명’이면 관측값과 추정값을 나누어 기록한다.
상담 담당자 관측 공백 시 수료 판정 범위 제한|classification,boundary,state||운영 자료의 사례명은 ‘상담·담당자·관측·공백·시·수료·판정·범위·제한’이다. 자료가 끊긴 시점을 먼저 확인한 뒤 ‘상담 담당자 관측 공백 시 수료 판정 범위 제한’ 관계의 관측 범위를 정한다. 누락된 구간을 임의로 잇지 않고 판단을 보류하며 남은 사실을 기록한다. 분류 체계 안에서의 위치를 확인한다. 구분이 바뀌는 지점을 따로 표시한다. 변경 전후의 상태를 따로 적는다. 관측 범위를 넘는 결론은 기록하지 않는다.
현장 재검에 확인된 퀴즈 채점기와 튜터 배정표의 부분 경로|state,comparison,other|식별 기록 상충|현장 기록에서 ‘현장·재검에·확인된·퀴즈·채점기와·튜터·배정표의·부분·경로’ 사례를 먼저 읽는다. 자료가 끊긴 시점을 먼저 확인한 뒤 ‘현장 재검에 확인된 퀴즈 채점기와 튜터 배정표의 부분 경로’ 관계의 관측 범위를 정한다. 누락된 구간을 임의로 잇지 않고 판단을 보류하며 남은 사실을 기록한다. 현재 상태와 이전 상태를 함께 확인한다. 기준값과 관측값의 차이를 비교한다. 확인된 사실만 관계로 기록한다. 자료가 어긋나면 추가 확인 전까지 판단을 보류한다. ‘식별 기록 상충’ 상태에서는 확인된 사실만 남기고 추정은 보류한다.
학습 목표표 표본 부족 뒤 접속 로그 연결을 보류하는 경계 직전|process,boundary,attribute||검토표에는 ‘학습·목표표·표본·부족·뒤·접속·로그·연결을·보류하는·경계·직전’라는 사례가 남아 있다. 자료가 끊긴 시점을 먼저 확인한 뒤 ‘학습 목표표 표본 부족 뒤 접속 로그 연결을 보류하는 경계 직전’ 관계의 관측 범위를 정한다. 누락된 구간을 임의로 잇지 않고 판단을 보류하며 남은 사실을 기록한다. 발생 순서와 이후 단계를 기록한다. 서로 다른 대상을 섞지 않고 분리한다. 측정된 성질을 원자료와 맞춘다. 확인되지 않은 단계는 사실로 확정하지 않는다.
보이지 않은 강의 모듈과 확인된 과제 제출함의 구분|part_of,state,other|동시 개입 분리 불가|기록된 사례 ‘보이지·않은·강의·모듈과·확인된·과제·제출함의·구분’의 입력과 결과를 살핀다. 자료가 끊긴 시점을 먼저 확인한 뒤 ‘보이지 않은 강의 모듈과 확인된 과제 제출함의 구분’ 관계의 관측 범위를 정한다. 누락된 구간을 임의로 잇지 않고 판단을 보류하며 남은 사실을 기록한다. 구성 부분과 전체 단위를 나누어 적는다. 현재 상태와 이전 상태를 함께 확인한다. 근거가 부족한 연결은 미확정으로 남긴다. 누락된 근거는 별도 항목으로 남긴다. ‘동시 개입 분리 불가’이면 관측값과 추정값을 나누어 기록한다.
접속 로그 기록 부족에 따른 진도 기록 추정 보류|state,boundary,other|후속 검증 누락|자료에 적힌 ‘접속·로그·기록·부족에·따른·진도·기록·추정·보류’ 사례를 시간 순으로 배열한다. 자료가 끊긴 시점을 먼저 확인한 뒤 ‘접속 로그 기록 부족에 따른 진도 기록 추정 보류’ 관계의 관측 범위를 정한다. 누락된 구간을 임의로 잇지 않고 판단을 보류하며 남은 사실을 기록한다. 현재 상태와 이전 상태를 함께 확인한다. 혼동하기 쉬운 대상의 경계를 구분한다. 확인된 사실만 관계로 기록한다. 관측 범위를 넘는 결론은 기록하지 않는다. ‘후속 검증 누락’ 조건이면 추가 자료를 확인할 때까지 해당 연결을 보류한다.
수료 판정 관측 공백 시 복습 알림 범위 제한|process,other,role|예외 승인 시각 미상|담당자는 ‘수료·판정·관측·공백·시·복습·알림·범위·제한’ 사례의 근거부터 확인한다. 자료가 끊긴 시점을 먼저 확인한 뒤 ‘수료 판정 관측 공백 시 복습 알림 범위 제한’ 관계의 관측 범위를 정한다. 누락된 구간을 임의로 잇지 않고 판단을 보류하며 남은 사실을 기록한다. 발생 순서와 이후 단계를 기록한다. 확인된 사실만 관계로 기록한다. 운영 담당자가 맡은 책임을 확인한다. 자료가 어긋나면 추가 확인 전까지 판단을 보류한다. ‘예외 승인 시각 미상’ 상태에서는 확인된 사실만 남기고 추정은 보류한다.
후속 입력에 확인된 피드백 게시판과 튜터 배정표의 부분 경로|classification,boundary,state||운영 자료의 사례명은 ‘후속·입력에·확인된·피드백·게시판과·튜터·배정표의·부분·경로’이다. 한 채널의 값만 남은 경우 ‘후속 입력에 확인된 피드백 게시판과 튜터 배정표의 부분 경로’ 관계의 연결을 확정하지 않는다. 다른 자료가 확인될 때까지 조치를 보류하고 관측된 값만 기록한다. 분류 체계 안에서의 위치를 확인한다. 구분이 바뀌는 지점을 따로 표시한다. 변경 전후의 상태를 따로 적는다. 확인되지 않은 단계는 사실로 확정하지 않는다.
복습 알림 표본 부족 뒤 강의 모듈 연결을 보류하는 중앙 표본|state,comparison,other|센서 채널 불일치|현장 기록에서 ‘복습·알림·표본·부족·뒤·강의·모듈·연결을·보류하는·중앙·표본’ 사례를 먼저 읽는다. 한 채널의 값만 남은 경우 ‘복습 알림 표본 부족 뒤 강의 모듈 연결을 보류하는 중앙 표본’ 관계의 연결을 확정하지 않는다. 다른 자료가 확인될 때까지 조치를 보류하고 관측된 값만 기록한다. 현재 상태와 이전 상태를 함께 확인한다. 기준값과 관측값의 차이를 비교한다. 확인된 사실만 관계로 기록한다. 누락된 근거는 별도 항목으로 남긴다. ‘센서 채널 불일치’이면 관측값과 추정값을 나누어 기록한다.
보이지 않은 진도 기록과 확인된 접속 로그의 구분|process,boundary,attribute,other|부분 표본의 해석 한계|검토표에는 ‘보이지·않은·진도·기록과·확인된·접속·로그의·구분’라는 사례가 남아 있다. 한 채널의 값만 남은 경우 ‘보이지 않은 진도 기록과 확인된 접속 로그의 구분’ 관계의 연결을 확정하지 않는다. 다른 자료가 확인될 때까지 조치를 보류하고 관측된 값만 기록한다. 발생 순서와 이후 단계를 기록한다. 서로 다른 대상을 섞지 않고 분리한다. 측정된 성질을 원자료와 맞춘다. 근거가 부족한 연결은 미확정으로 남긴다. 관측 범위를 넘는 결론은 기록하지 않는다. ‘부분 표본의 해석 한계’ 조건이면 추가 자료를 확인할 때까지 해당 연결을 보류한다.
과제 제출함 기록 부족에 따른 강의 모듈 추정 보류|part_of,state,other|다음 단계 입력 결측|기록된 사례 ‘과제·제출함·기록·부족에·따른·강의·모듈·추정·보류’의 입력과 결과를 살핀다. 한 채널의 값만 남은 경우 ‘과제 제출함 기록 부족에 따른 강의 모듈 추정 보류’ 관계의 연결을 확정하지 않는다. 다른 자료가 확인될 때까지 조치를 보류하고 관측된 값만 기록한다. 구성 부분과 전체 단위를 나누어 적는다. 현재 상태와 이전 상태를 함께 확인한다. 근거가 부족한 연결은 미확정으로 남긴다. 자료가 어긋나면 추가 확인 전까지 판단을 보류한다. ‘다음 단계 입력 결측’ 상태에서는 확인된 사실만 남기고 추정은 보류한다.
학습자 계정 관측 공백 시 학습 목표표 범위 제한|state,boundary,other|중간 관측 결측|자료에 적힌 ‘학습자·계정·관측·공백·시·학습·목표표·범위·제한’ 사례를 시간 순으로 배열한다. 한 채널의 값만 남은 경우 ‘학습자 계정 관측 공백 시 학습 목표표 범위 제한’ 관계의 연결을 확정하지 않는다. 다른 자료가 확인될 때까지 조치를 보류하고 관측된 값만 기록한다. 현재 상태와 이전 상태를 함께 확인한다. 혼동하기 쉬운 대상의 경계를 구분한다. 확인된 사실만 관계로 기록한다. 확인되지 않은 단계는 사실로 확정하지 않는다. ‘중간 관측 결측’ 조건이 해소되기 전에는 다음 판단을 확정하지 않는다.
다음 교대에 확인된 튜터 배정표와 퀴즈 채점기의 부분 경로|process,other,role|출처 연결 불명|담당자는 ‘다음·교대에·확인된·튜터·배정표와·퀴즈·채점기의·부분·경로’ 사례의 근거부터 확인한다. 한 채널의 값만 남은 경우 ‘다음 교대에 확인된 튜터 배정표와 퀴즈 채점기의 부분 경로’ 관계의 연결을 확정하지 않는다. 다른 자료가 확인될 때까지 조치를 보류하고 관측된 값만 기록한다. 발생 순서와 이후 단계를 기록한다. 확인된 사실만 관계로 기록한다. 운영 담당자가 맡은 책임을 확인한다. 누락된 근거는 별도 항목으로 남긴다. ‘출처 연결 불명’이면 관측값과 추정값을 나누어 기록한다.
