concept|relations|other_type|text
하역 작업표·통관 기록 피드백 고리와 냉동 컨테이너 독립 가지|process,role,attribute||담당자는 ‘하역·작업표·통관·기록·피드백·고리와·냉동·컨테이너·독립·가지’ 사례의 근거부터 확인한다. 앞선 출력이 다음 입력으로 돌아오는 조건과 시점을 확인한다. ‘하역 작업표·통관 기록 피드백 고리와 냉동 컨테이너 독립 가지’ 관계의 이전 결과와 다음 입력을 비교하고 연결이 끊기면 순환을 보류해 기록한다. 발생 순서와 이후 단계를 기록한다. 작업자의 역할을 구분해 기록한다. 측정된 성질을 원자료와 맞춘다. 누락된 근거는 별도 항목으로 남긴다.
주기 판정에 위험물 구역과 컨테이너 크레인이 되먹임되는 구조|boundary,contrast,state||운영 자료의 사례명은 ‘주기·판정에·위험물·구역과·컨테이너·크레인이·되먹임되는·구조’이다. 한 회차의 결과가 이후 판단에 다시 쓰였는지 확인한다. ‘주기 판정에 위험물 구역과 컨테이너 크레인이 되먹임되는 구조’ 관계의 되먹임 근거가 없으면 결론을 보류하고 독립 경로를 기록한다. 서로 다른 대상을 섞지 않고 분리한다. 충돌한 조건을 각각 기록한다. 변경 전후의 상태를 따로 적는다. 관측 범위를 넘는 결론은 기록하지 않는다.
야드 위치표 결과가 냉동 컨테이너 입력으로 돌아오는 경보 누적|process,state,part_of||현장 기록에서 ‘야드·위치표·결과가·냉동·컨테이너·입력으로·돌아오는·경보·누적’ 사례를 먼저 읽는다. 한 회차의 결과가 이후 판단에 다시 쓰였는지 확인한다. ‘야드 위치표 결과가 냉동 컨테이너 입력으로 돌아오는 경보 누적’ 관계의 되먹임 근거가 없으면 결론을 보류하고 독립 경로를 기록한다. 앞 단계와 다음 단계의 과정을 확인한다. 변경 전후의 상태를 따로 적는다. 구성 부분과 전체 단위를 나누어 적는다. 자료가 어긋나면 추가 확인 전까지 판단을 보류한다.
게이트 대기열 조정 뒤 선박 접안표를 따로 유지하는 순환 경로|process,state,function||검토표에는 ‘게이트·대기열·조정·뒤·선박·접안표를·따로·유지하는·순환·경로’라는 사례가 남아 있다. 한 회차의 결과가 이후 판단에 다시 쓰였는지 확인한다. ‘게이트 대기열 조정 뒤 선박 접안표를 따로 유지하는 순환 경로’ 관계의 되먹임 근거가 없으면 결론을 보류하고 독립 경로를 기록한다. 발생 순서와 이후 단계를 기록한다. 각 시점의 상태를 구분한다. 기능이 적용되는 지점을 기록한다. 확인되지 않은 단계는 사실로 확정하지 않는다.
반출 승인에서 시작해 야드 위치표로 되돌아오는 확인 고리|process,part_of,role||기록된 사례 ‘반출·승인에서·시작해·야드·위치표로·되돌아오는·확인·고리’의 입력과 결과를 살핀다. 한 회차의 결과가 이후 판단에 다시 쓰였는지 확인한다. ‘반출 승인에서 시작해 야드 위치표로 되돌아오는 확인 고리’ 관계의 되먹임 근거가 없으면 결론을 보류하고 독립 경로를 기록한다. 변화가 일어난 뒤의 진행을 적는다. 포함된 부분의 위치를 전체와 함께 기록한다. 담당 주체와 책임 범위를 명시한다. 누락된 근거는 별도 항목으로 남긴다.
선박 접안표·통관 기록 피드백 고리와 게이트 대기열 독립 가지|state,process,comparison||자료에 적힌 ‘선박·접안표·통관·기록·피드백·고리와·게이트·대기열·독립·가지’ 사례를 시간 순으로 배열한다. 한 회차의 결과가 이후 판단에 다시 쓰였는지 확인한다. ‘선박 접안표·통관 기록 피드백 고리와 게이트 대기열 독립 가지’ 관계의 되먹임 근거가 없으면 결론을 보류하고 독립 경로를 기록한다. 현재 상태와 이전 상태를 함께 확인한다. 발생 순서와 이후 단계를 기록한다. 두 수치의 차이를 같은 단위로 비교한다. 관측 범위를 넘는 결론은 기록하지 않는다.
교대 인계에 항만 관제기와 반출 승인이 되먹임되는 구조|process,role,attribute||담당자는 ‘교대·인계에·항만·관제기와·반출·승인이·되먹임되는·구조’ 사례의 근거부터 확인한다. 한 회차의 결과가 이후 판단에 다시 쓰였는지 확인한다. ‘교대 인계에 항만 관제기와 반출 승인이 되먹임되는 구조’ 관계의 되먹임 근거가 없으면 결론을 보류하고 독립 경로를 기록한다. 발생 순서와 이후 단계를 기록한다. 작업자의 역할을 구분해 기록한다. 측정된 성질을 원자료와 맞춘다. 자료가 어긋나면 추가 확인 전까지 판단을 보류한다.
게이트 대기열 결과가 트럭 배차표 입력으로 돌아오는 우회 승인|boundary,contrast,state||운영 자료의 사례명은 ‘게이트·대기열·결과가·트럭·배차표·입력으로·돌아오는·우회·승인’이다. 기록을 회차별로 나누어 ‘게이트 대기열 결과가 트럭 배차표 입력으로 돌아오는 우회 승인’ 관계의 앞뒤 방향을 비교한다. 회차가 비어 있으면 순환을 보류하고 확인된 회차만 기록한다. 서로 다른 대상을 섞지 않고 분리한다. 충돌한 조건을 각각 기록한다. 변경 전후의 상태를 따로 적는다. 확인되지 않은 단계는 사실로 확정하지 않는다.
야드 위치표 조정 뒤 반출 승인을 따로 유지하는 순환 경로|process,state,part_of||현장 기록에서 ‘야드·위치표·조정·뒤·반출·승인을·따로·유지하는·순환·경로’ 사례를 먼저 읽는다. 기록을 회차별로 나누어 ‘야드 위치표 조정 뒤 반출 승인을 따로 유지하는 순환 경로’ 관계의 앞뒤 방향을 비교한다. 회차가 비어 있으면 순환을 보류하고 확인된 회차만 기록한다. 앞 단계와 다음 단계의 과정을 확인한다. 변경 전후의 상태를 따로 적는다. 구성 부분과 전체 단위를 나누어 적는다. 누락된 근거는 별도 항목으로 남긴다.
컨테이너 크레인에서 시작해 트럭 배차표로 되돌아오는 확인 고리|process,state,function||검토표에는 ‘컨테이너·크레인에서·시작해·트럭·배차표로·되돌아오는·확인·고리’라는 사례가 남아 있다. 기록을 회차별로 나누어 ‘컨테이너 크레인에서 시작해 트럭 배차표로 되돌아오는 확인 고리’ 관계의 앞뒤 방향을 비교한다. 회차가 비어 있으면 순환을 보류하고 확인된 회차만 기록한다. 발생 순서와 이후 단계를 기록한다. 각 시점의 상태를 구분한다. 기능이 적용되는 지점을 기록한다. 관측 범위를 넘는 결론은 기록하지 않는다.
