concept|relations|other_type|text
비상 통로·열차 도착표 피드백 고리와 안전 요원 독립 가지|boundary,contrast,state||현장 기록에서 ‘비상·통로·열차·도착표·피드백·고리와·안전·요원·독립·가지’ 사례를 먼저 읽는다. 앞선 출력이 다음 입력으로 돌아오는 조건과 시점을 확인한다. ‘비상 통로·열차 도착표 피드백 고리와 안전 요원 독립 가지’ 관계의 이전 결과와 다음 입력을 비교하고 연결이 끊기면 순환을 보류해 기록한다. 구분이 바뀌는 지점을 따로 표시한다. 서로 다른 선택지의 차이를 대조한다. 각 시점의 상태를 구분한다. 누락된 근거는 별도 항목으로 남긴다.
대체 경로에 출입 게이트와 환기 팬이 되먹임되는 구조|process,state,part_of||검토표에는 ‘대체·경로에·출입·게이트와·환기·팬이·되먹임되는·구조’라는 사례가 남아 있다. 앞선 출력이 다음 입력으로 돌아오는 조건과 시점을 확인한다. ‘대체 경로에 출입 게이트와 환기 팬이 되먹임되는 구조’ 관계의 이전 결과와 다음 입력을 비교하고 연결이 끊기면 순환을 보류해 기록한다. 발생 순서와 이후 단계를 기록한다. 각 시점의 상태를 구분한다. 포함된 부분의 위치를 전체와 함께 기록한다. 관측 범위를 넘는 결론은 기록하지 않는다.
혼잡 계수기 결과가 안전 요원 입력으로 돌아오는 경계 직전|process,state,function||기록된 사례 ‘혼잡·계수기·결과가·안전·요원·입력으로·돌아오는·경계·직전’의 입력과 결과를 살핀다. 앞선 출력이 다음 입력으로 돌아오는 조건과 시점을 확인한다. ‘혼잡 계수기 결과가 안전 요원 입력으로 돌아오는 경계 직전’ 관계의 이전 결과와 다음 입력을 비교하고 연결이 끊기면 순환을 보류해 기록한다. 변화가 일어난 뒤의 진행을 적는다. 현재 상태와 이전 상태를 함께 확인한다. 각 요소가 맡은 기능을 설명한다. 자료가 어긋나면 추가 확인 전까지 판단을 보류한다.
승객 안내판 조정 뒤 역사 제어기를 따로 유지하는 순환 경로|process,part_of,role||자료에 적힌 ‘승객·안내판·조정·뒤·역사·제어기를·따로·유지하는·순환·경로’ 사례를 시간 순으로 배열한다. 앞선 출력이 다음 입력으로 돌아오는 조건과 시점을 확인한다. ‘승객 안내판 조정 뒤 역사 제어기를 따로 유지하는 순환 경로’ 관계의 이전 결과와 다음 입력을 비교하고 연결이 끊기면 순환을 보류해 기록한다. 앞 단계와 다음 단계의 과정을 확인한다. 구성 부분이 어느 전체에 속하는지 확인한다. 작업자의 역할을 구분해 기록한다. 확인되지 않은 단계는 사실로 확정하지 않는다.
승강장 센서에서 시작해 혼잡 계수기로 되돌아오는 확인 고리|state,process,comparison||담당자는 ‘승강장·센서에서·시작해·혼잡·계수기로·되돌아오는·확인·고리’ 사례의 근거부터 확인한다. 앞선 출력이 다음 입력으로 돌아오는 조건과 시점을 확인한다. ‘승강장 센서에서 시작해 혼잡 계수기로 되돌아오는 확인 고리’ 관계의 이전 결과와 다음 입력을 비교하고 연결이 끊기면 순환을 보류해 기록한다. 변경 전후의 상태를 따로 적는다. 변화가 일어난 뒤의 진행을 적는다. 높고 낮은 정도를 나란히 확인한다. 누락된 근거는 별도 항목으로 남긴다.
역사 제어기·열차 도착표 피드백 고리와 승객 안내판 독립 가지|process,role,attribute||운영 자료의 사례명은 ‘역사·제어기·열차·도착표·피드백·고리와·승객·안내판·독립·가지’이다. 한 회차의 결과가 이후 판단에 다시 쓰였는지 확인한다. ‘역사 제어기·열차 도착표 피드백 고리와 승객 안내판 독립 가지’ 관계의 되먹임 근거가 없으면 결론을 보류하고 독립 경로를 기록한다. 변화가 일어난 뒤의 진행을 적는다. 운영 담당자가 맡은 책임을 확인한다. 관련 값과 측정 시각을 보존한다. 관측 범위를 넘는 결론은 기록하지 않는다.
새벽 판독에 대피 방송과 승강장 센서가 되먹임되는 구조|boundary,contrast,state,other|부분 표본의 해석 한계|현장 기록에서 ‘새벽·판독에·대피·방송과·승강장·센서가·되먹임되는·구조’ 사례를 먼저 읽는다. 한 회차의 결과가 이후 판단에 다시 쓰였는지 확인한다. ‘새벽 판독에 대피 방송과 승강장 센서가 되먹임되는 구조’ 관계의 되먹임 근거가 없으면 결론을 보류하고 독립 경로를 기록한다. 구분이 바뀌는 지점을 따로 표시한다. 서로 다른 선택지의 차이를 대조한다. 각 시점의 상태를 구분한다. 결측 구간은 추가 확인 전까지 보류한다. 자료가 어긋나면 추가 확인 전까지 판단을 보류한다. ‘부분 표본의 해석 한계’ 상태에서는 확인된 사실만 남기고 추정은 보류한다.
승객 안내판 결과가 공기질 기록 입력으로 돌아오는 중앙 표본|process,state,part_of||검토표에는 ‘승객·안내판·결과가·공기질·기록·입력으로·돌아오는·중앙·표본’라는 사례가 남아 있다. 한 회차의 결과가 이후 판단에 다시 쓰였는지 확인한다. ‘승객 안내판 결과가 공기질 기록 입력으로 돌아오는 중앙 표본’ 관계의 되먹임 근거가 없으면 결론을 보류하고 독립 경로를 기록한다. 발생 순서와 이후 단계를 기록한다. 각 시점의 상태를 구분한다. 포함된 부분의 위치를 전체와 함께 기록한다. 확인되지 않은 단계는 사실로 확정하지 않는다.
혼잡 계수기 조정 뒤 승강장 센서를 따로 유지하는 순환 경로|process,state,function||기록된 사례 ‘혼잡·계수기·조정·뒤·승강장·센서를·따로·유지하는·순환·경로’의 입력과 결과를 살핀다. 한 회차의 결과가 이후 판단에 다시 쓰였는지 확인한다. ‘혼잡 계수기 조정 뒤 승강장 센서를 따로 유지하는 순환 경로’ 관계의 되먹임 근거가 없으면 결론을 보류하고 독립 경로를 기록한다. 변화가 일어난 뒤의 진행을 적는다. 현재 상태와 이전 상태를 함께 확인한다. 각 요소가 맡은 기능을 설명한다. 누락된 근거는 별도 항목으로 남긴다.
환기 팬에서 시작해 공기질 기록으로 되돌아오는 확인 고리|process,part_of,role||자료에 적힌 ‘환기·팬에서·시작해·공기질·기록으로·되돌아오는·확인·고리’ 사례를 시간 순으로 배열한다. 한 회차의 결과가 이후 판단에 다시 쓰였는지 확인한다. ‘환기 팬에서 시작해 공기질 기록으로 되돌아오는 확인 고리’ 관계의 되먹임 근거가 없으면 결론을 보류하고 독립 경로를 기록한다. 앞 단계와 다음 단계의 과정을 확인한다. 구성 부분이 어느 전체에 속하는지 확인한다. 작업자의 역할을 구분해 기록한다. 관측 범위를 넘는 결론은 기록하지 않는다.
열차 도착표·비상 통로 피드백 고리와 대피 방송 독립 가지|state,process,comparison||담당자는 ‘열차·도착표·비상·통로·피드백·고리와·대피·방송·독립·가지’ 사례의 근거부터 확인한다. 한 회차의 결과가 이후 판단에 다시 쓰였는지 확인한다. ‘열차 도착표·비상 통로 피드백 고리와 대피 방송 독립 가지’ 관계의 되먹임 근거가 없으면 결론을 보류하고 독립 경로를 기록한다. 변경 전후의 상태를 따로 적는다. 변화가 일어난 뒤의 진행을 적는다. 높고 낮은 정도를 나란히 확인한다. 자료가 어긋나면 추가 확인 전까지 판단을 보류한다.
정기 운전에 환기 운전표와 승강장 센서가 되먹임되는 구조|process,role,attribute||운영 자료의 사례명은 ‘정기·운전에·환기·운전표와·승강장·센서가·되먹임되는·구조’이다. 기록을 회차별로 나누어 ‘정기 운전에 환기 운전표와 승강장 센서가 되먹임되는 구조’ 관계의 앞뒤 방향을 비교한다. 회차가 비어 있으면 순환을 보류하고 확인된 회차만 기록한다. 변화가 일어난 뒤의 진행을 적는다. 운영 담당자가 맡은 책임을 확인한다. 관련 값과 측정 시각을 보존한다. 확인되지 않은 단계는 사실로 확정하지 않는다.
비상 통로 결과가 열차 도착표 입력으로 돌아오는 배치 변경|boundary,contrast,state||현장 기록에서 ‘비상·통로·결과가·열차·도착표·입력으로·돌아오는·배치·변경’ 사례를 먼저 읽는다. 기록을 회차별로 나누어 ‘비상 통로 결과가 열차 도착표 입력으로 돌아오는 배치 변경’ 관계의 앞뒤 방향을 비교한다. 회차가 비어 있으면 순환을 보류하고 확인된 회차만 기록한다. 구분이 바뀌는 지점을 따로 표시한다. 서로 다른 선택지의 차이를 대조한다. 각 시점의 상태를 구분한다. 누락된 근거는 별도 항목으로 남긴다.
