concept|relations|other_type|text
함수율 센서에서 관수 밸브까지의 경로|part_of,process,role||배지의 수분 부족은 함수율 센서에 포착되고 제어기의 판단을 거쳐 관수 밸브의 개방으로 이어진다. 함수율 센서에서 관수 밸브까지의 경로에서는 측정·판단·실행의 세 역할을 구별한다.
일사 측정과 차광 구동의 연결|process,role,state,attribute||일사계가 상한 초과를 알리면 환경 제어기가 차광 요구를 만들고 모터가 막을 펼친다. 일사 측정과 차광 구동의 연결은 센서 값이 실제 장치 상태로 바뀌는 과정을 보여 준다.
온도 경보의 환기 실행 사슬|process,role,state||재배동 온도가 기준을 넘으면 경보 판정 뒤 인버터가 팬 회전수를 올리고 천창 제어기도 개방을 요청한다. 온도 경보의 환기 실행 사슬에는 하나의 원인 신호와 두 실행 가지가 있다.
저수위 검출과 보충 펌프 동작|process,state,role||저장조 수위 스위치가 하한 상태를 보내자 보충 허가가 확인되고 펌프가 기동했다. 저수위 검출과 보충 펌프 동작 사이에서 인터록은 허가 여부를 결정하는 역할을 맡는다.
전도도 편차의 희석수 제어|process,state,role||양액 전도도가 상한을 벗어나면 농도 조절기가 희석량을 계산하고 보충수 밸브가 열린다. 전도도 편차의 희석수 제어는 측정값과 유량 명령을 하나의 조절 고리로 잇는다.
산도 센서와 보정액 주입 사슬|process,role,state||산도 전극의 판독값이 낮아지자 투입 계산기가 필요한 알칼리 보정액 양을 정하고 정량 펌프가 작동했다. 산도 센서와 보정액 주입 사슬에서 교반기는 주입 결과를 탱크 전체에 퍼뜨린다.
습도 관측에서 제습 배수까지|process,part_of,state||고습 판정은 제습기 기동으로 이어지고 응축수는 배수관을 지나 회수통에 모인다. 습도 관측에서 제습 배수까지에는 공기 상태 변화와 물의 이동이 함께 포함된다.
이산화탄소 하한과 공급기 기동|process,state,role||재배 높이의 농도 센서가 하한을 감지하면 환기창 닫힘을 확인한 뒤 기체 공급기가 켜진다. 이산화탄소 하한과 공급기 기동 사이에서 창문 접점은 안전 조건을 확인한다.
풍속 센서의 천창 보호 경로|process,role,state,attribute||외부 풍속이 위험 범위에 들면 온도 기반 개방 요구가 취소되고 천창 모터가 폐쇄 방향으로 움직인다. 풍속 센서의 천창 보호 경로에서는 안전 신호가 일반 환기 명령보다 우선한다.
누수 감지와 구역 차단 사슬|process,state,role,function||바닥 누수선이 젖음을 감지하자 분배 밸브가 닫히고 해당 구역의 관수 예약이 보류됐다. 누수 감지와 구역 차단 사슬은 탐지기·차단기·일정 관리자의 협동으로 완성된다.
배관 압력과 말단 유량의 연계|process,state,part_of||펌프가 만든 압력은 주배관과 분기관을 지나 점적구의 유량으로 나타난다. 배관 압력과 말단 유량의 연계에서 분기관은 전체 수송 경로의 중간 부분이다.
차압 경보에서 필터 역세까지|process,state,role||필터 전후 압력 차가 커지면 관수 흐름이 우회되고 역세 밸브가 정해진 순서로 열린다. 차압 경보에서 필터 역세까지의 사슬에서 제어기는 정상 급수와 세척을 전환한다.
잎 온도 관측과 분무 냉각|process,state,role||열화상 카메라가 잎 표면의 고온 영역을 찾으면 분무 허가가 만들어지고 노즐 압력이 상승한다. 잎 온도 관측과 분무 냉각 사이에는 영상 판독기와 압력 조절기의 역할이 놓인다.
결로 위험과 공기 순환 조치|process,state,role,boundary||이슬점과 잎 온도의 차가 좁아지자 순환팬이 먼저 돌고 필요하면 제습기가 뒤따랐다. 결로 위험과 공기 순환 조치는 하나의 위험 상태를 단계별 실행으로 분해한다.
강우 접점에서 관수 취소까지|process,state,role||빗물 감지 접점이 유지 시간을 충족하면 일정 관리기가 예약된 관수를 지우고 밸브 대기열을 비운다. 강우 접점에서 관수 취소까지의 연결에서 유지 시간 필터는 순간 잡음을 거른다.
문 개방 신호와 공조 억제|process,state,role||반입문이 열린 동안 난방 밸브와 이산화탄소 공급기는 낮은 출력으로 제한된다. 문 개방 신호와 공조 억제 관계에서 출입 접점은 에너지 손실을 막는 조건 역할을 한다.
정전 감지와 비상 전원 전환|process,state,role||상용 전압이 사라지면 전환기가 발전기 출력을 확인한 뒤 핵심 펌프 회로를 비상 모선에 붙인다. 정전 감지와 비상 전원 전환 사슬은 감시·검증·접속 단계를 거친다.
통신 장애의 현장 제어 우회|process,state,role,boundary||중앙 서버 연결이 끊기자 온실 제어기는 마지막 안전 설정으로 독립 운전을 계속했다. 통신 장애의 현장 제어 우회에서 로컬 제어기는 임시 의사 결정자 역할을 한다.
센서 이중화와 값 선택 경로|process,role,state||두 온도계 중 하나가 자기 진단에 실패하면 선택기가 정상 채널만 제어 입력으로 보낸다. 센서 이중화와 값 선택 경로는 측정 역할을 유지하면서 고장 채널을 배제한다.
경보 승인과 작업 지시 연결|process,role,state||운영자가 단말에서 경보를 승인하면 점검 항목이 정비 대기열에 등록되고 담당자에게 배정된다. 경보 승인과 작업 지시 연결은 정보 확인을 실제 업무로 전환한다.
관수 처방과 구역 실행 배분|process,role,part_of||하루 필요 급수량은 구역별 면적과 작물 계수를 거쳐 여러 밸브의 실행 시간으로 나뉜다. 관수 처방과 구역 실행 배분에서 각 밸브 명령은 전체 처방의 일부다.
생육 단계와 환경 설정 연계|process,state,role||육묘 단계가 끝났다는 기록이 승인되면 온도·습도·광량 목표가 새 생육 구간에 맞게 바뀐다. 생육 단계와 환경 설정 연계는 재배 기록을 제어 기준으로 전달한다.
수확 일정과 양액 감량 사슬|process,state,role,comparison||수확 예정일이 가까워지면 재배 계획기가 야간 양액량을 줄이고 배액률 목표도 함께 조정한다. 수확 일정과 양액 감량 사슬에서 일정 정보는 운전 정책을 바꾸는 역할을 한다.
병해 경보와 구역 격리 경로|process,state,role||영상 판독이 잎 반점을 의심하면 해당 베드의 순환 양액 밸브가 닫히고 표본 채취 요청이 생성된다. 병해 경보와 구역 격리 경로는 추정 상태와 확정 검사를 분리한다.
외기 예보와 축열 운전 연결|process,state,role,attribute||야간 한파 예보가 들어오면 축열조는 낮 동안 더 높은 온도까지 충전되고 난방 시작 시각도 앞당겨진다. 외기 예보와 축열 운전 연결에서 예측 정보는 선행 계획 입력으로 쓰인다.
원수에서 점적구까지의 수로|part_of,process,state||원수는 저장조에서 여과기와 혼합 탱크를 거쳐 주배관으로 들어가고 마지막에 점적구로 나간다. 원수에서 점적구까지의 수로는 서로 연결된 설비 부분들의 연속이다.
비료 원액의 혼합 탱크 합류|part_of,process,state||두 원액 탱크의 내용물은 각각 정량 펌프를 지나 혼합 탱크의 보충수 흐름에 합쳐진다. 비료 원액의 혼합 탱크 합류 뒤에는 교반과 농도 확인이 이어진다.
