# Stage1 (4) Boundary — v27 정부·정책·행정·공공서비스
# concept<TAB>relations<TAB>other_category<TAB>boundary_pattern<TAB>direct-authored text

# 001-025 국가·정부·공공기관
국가와정부	boundary,classification,role	-	neighbor_distinction	국가와정부는 영토·국민·주권·법질서가 지속되는 정치공동체와 일정 기간 공권력을 행사하며 정책을 운영하는 기관·집단을 나눈다. 선거로 정부가 교체되어도 국가의 법적 동일성과 영토가 곧바로 새 국가로 바뀌는 것은 아니다.
정부와행정부	boundary,classification,part_of	-	part_whole	정부와행정부는 입법·행정·사법을 포함하거나 맥락에 따라 국가 통치기관 전체를 가리키는 말과 법을 집행하고 정책을 운영하는 부문을 나눈다. 행정부는 정부의 핵심 부분이지만 의회와 법원까지 항상 포함하는 동의어는 아니다.
입법부와의회	boundary,classification,function	-	continuum_threshold	입법부와의회는 법률 제정과 행정부 통제를 담당하는 국가 권력 부문과 대표자들이 모여 심의·의결하는 구체적 합의체를 나눈다. 지방의회도 의회이지만 국가 입법부와 같은 범위의 법률 제정권을 갖지는 않는다.
사법부와법원	boundary,classification,part_of	-	part_whole	사법부와법원은 독립적으로 법을 해석·적용해 분쟁을 판단하는 국가 권력 체계와 개별 사건을 접수하고 재판하는 기관을 나눈다. 여러 심급 법원이 사법부를 이루므로 한 법원 청사나 재판부가 사법부 전체는 아니다.
중앙정부와지방정부	boundary,classification,comparison	-	neighbor_distinction	중앙정부와지방정부는 국가 전체에 적용되는 국방·외교·거시 정책을 담당하는 기관과 특정 지역의 자치 사무·생활 서비스를 담당하는 기관을 나눈다. 같은 세금이나 복지 업무도 법률에 따라 두 수준이 역할을 나눌 수 있다.
지방정부와지방자치단체	boundary,classification,role	-	continuum_threshold	지방정부와지방자치단체에서 지방정부는 지역 행정을 운영하는 집행기관과 정치 체계를 강조하는 표현이고, 지방자치단체는 공법상 별도 법인으로 권리와 의무를 지는 지역 단위다. 단체장과 지방의회가 지방정부를 구성해도 각 개인이 자치단체의 법인격 그 자체가 되는 것은 아니다.
공공기관과정부부처	boundary,classification,part_of	-	continuum_threshold	공공기관과정부부처는 공익 업무를 수행하도록 법이나 정부가 설립·관리하는 기관 전체와 행정부 안에서 특정 정책 분야를 직접 맡은 중앙 행정조직을 나눈다. 공기업·공단은 공공기관일 수 있어도 장관이 이끄는 정부부처는 아니다.
공기업과민간기업	boundary,classification,other	normative_authority_scope	continuum_threshold	공기업과민간기업은 국가·지방자치단체가 소유하거나 지배하며 공공 목적의 사업을 하는 기업과 사적 자본이 소유·경영하는 기업을 나눈다. 공공서비스를 계약받은 민간기업은 공익 기능을 수행해도 소유·지배 구조가 자동으로 공기업이 되지 않는다.
공무원과공공근로자	boundary,role,state	-	continuum_threshold	공무원과공공근로자는 법정 임용 절차로 국가·지방자치단체의 직위와 공권력 책임을 맡은 사람과 공공기관·사업에서 노동을 제공하는 사람 전체를 나눈다. 공공 청사에서 일하는 계약직은 공공근로자일 수 있지만 공무원 신분은 아닐 수 있다.
공직과직업	boundary,role,classification	-	part_whole	공직과직업은 공공 권한과 국민에 대한 책임을 맡는 법정 직위·역할과 생계를 위해 지속적으로 수행하는 일의 넓은 범주를 나눈다. 공직도 직업일 수 있지만 모든 직업에 이해상충 공개나 공권력 행사 의무가 붙는 것은 아니다.
기관과조직	boundary,classification,function	-	continuum_threshold	기관과조직은 특정 공적·사회적 기능을 수행하도록 권한과 지위를 부여받은 단위와 공동 목표 아래 역할·규칙으로 연결된 사람들의 구조를 나눈다. 비공식 자원봉사 조직은 조직이지만 법정 결정 권한을 가진 기관은 아닐 수 있다.
