# concept<TAB>relations<TAB>other_category_or_dash<TAB>boundary_pattern<TAB>directly_authored_text
# 001-025 데이터·정보·기록·문서
데이터와정보	boundary,classification,process	-	continuum_threshold	데이터와정보는 관측·기호의 기록과 질문·맥락에 맞게 해석된 내용이다. 같은 숫자열도 단위와 의미를 알기 전에는 유용한 정보가 아닐 수 있다.
데이터와사실	boundary,state,other	evidence_inference_scope	neighbor_distinction	데이터와사실은 측정·수집된 기록과 세계에서 실제 성립하는 상태를 구분한다. 데이터에는 오차·누락·잘못된 입력이 있을 수 있다.
정보와지식	boundary,state,process	-	continuum_threshold	정보와지식은 전달된 내용과 이를 이해·검증해 다른 상황에 적용하는 구조를 구분한다. 문서를 읽었다고 곧 숙련 지식이 생기는 것은 아니다.
지식과의견	boundary,state,other	evidence_inference_scope	neighbor_distinction	지식과의견은 충분한 근거와 정당화를 가진 믿음과 개인의 평가·판단을 구분한다. 의견도 근거를 가질 수 있지만 사실 주장과 평가를 나눠 본다.
기록과사건	boundary,state,other	representation_referent_gap	representation_referent	기록과사건은 일어난 일을 문자·영상·센서로 남긴 표현과 실제 사건이다. 기록이 삭제되어도 사건이 없었던 것이 되지 않고 기록이 틀릴 수도 있다.
로그와행동전체	boundary,part_of,other	evidence_inference_scope	part_whole	로그와행동전체는 시스템이 정한 항목만 남긴 기록과 실제 사용자의 모든 행동·의도를 구분한다. 기록되지 않은 단계가 존재할 수 있다.
문서와내용	boundary,state,other	representation_referent_gap	neighbor_distinction	문서와내용은 정보를 담는 물리·디지털 객체와 그 안에 표현된 의미다. 같은 내용을 여러 파일·종이에 담을 수 있고 빈 문서도 존재한다.
문서와파일	boundary,classification,subclass_of	-	continuum_threshold	문서와파일은 사람이 읽을 수 있는 구조화된 기록과 컴퓨터 저장 객체의 관계다. 문서는 종이일 수도 있고 파일에는 프로그램·영상도 포함된다.
파일과데이터셋	boundary,part_of,classification	-	conditional_exception	파일과데이터셋은 저장 단위와 분석 대상으로 조직된 자료 모음을 구분한다. 데이터셋 하나가 여러 파일에 나뉘거나 한 파일에 여러 데이터셋이 들어갈 수 있다.
레코드와행	boundary,classification,other	representation_referent_gap	continuum_threshold	레코드와행은 한 관측·객체에 대한 필드 묶음과 표에서 가로로 보이는 표현이다. 중첩 형식에서는 한 레코드가 여러 줄에 걸릴 수 있다.
필드와열	boundary,classification,other	representation_referent_gap	continuum_threshold	필드와열은 레코드 안 이름 붙은 값과 표의 세로 배치다. JSON 중첩 필드는 평면 표의 한 열로 바로 대응하지 않을 수 있다.
값과라벨	boundary,state,role	-	role_category	값과라벨은 관측·속성의 내용과 분류·식별을 위해 붙인 표지다. 같은 대상에도 여러 라벨이 붙고 라벨이 실제 속성을 완전히 설명하지 않는다.
식별자와이름	boundary,function,classification	-	neighbor_distinction	식별자와이름은 시스템에서 대상을 유일하게 가리키는 키와 사람이 읽기 쉬운 명칭이다. 이름이 중복되어도 식별자는 달라야 할 수 있다.
메타데이터와본문	boundary,classification,part_of	-	neighbor_distinction	메타데이터와본문은 생성일·저자·형식 같은 자료 설명과 핵심 내용이다. 메타데이터도 분석 대상이 될 수 있지만 기본 역할은 다르다.
제목과내용요약	boundary,function,state	-	conditional_exception	제목과내용요약은 문서를 식별·주목시키는 짧은 표지와 핵심 내용을 압축한 설명이다. 자극적 제목이 본문을 정확히 요약하지 않을 수 있다.
목차와본문순서	boundary,state,other	representation_referent_gap	measurement_representation	목차와본문순서는 장·절 위치를 안내하는 목록과 실제 문단의 전체 흐름이다. 목차에 없는 서문·부록이 있을 수 있고 쪽수가 바뀔 수 있다.
색인과목차	boundary,function,classification	-	neighbor_distinction	색인과목차는 용어·주제별 등장 위치를 찾는 도구와 문서 구조 순서를 보여 주는 도구다. 배열 원리와 검색 목적이 다르다.
