# concept<TAB>relations<TAB>directly authored text
내연기관	function,process	내연기관은 실린더 안에서 연료를 태워 생긴 압력으로 피스톤을 움직이고 회전력을 만든다.
전기구동모터	function,process	전기구동모터는 배터리 전류와 자기장으로 회전자에 토크를 만들어 바퀴를 움직인다.
연료분사기	function,part_of,state	연료분사기는 제어 신호를 받을 때 연료를 미세 방울로 분사해 연소실에 정량 공급한다.
터보차저	function,process	터보차저는 배기가스로 터빈을 돌리고 연결된 압축기로 엔진 흡입 공기의 밀도를 높인다.
인터쿨러	function,part_of,role	인터쿨러는 압축되어 뜨거워진 흡입 공기의 열을 빼 밀도를 높이고 엔진 과열을 줄인다.
변속기	function,state	변속기는 선택된 기어비에 따라 엔진 회전수와 바퀴 토크의 관계를 바꾼다.
클러치	function,state	클러치는 마찰판을 붙이거나 떼어 엔진과 변속기 사이의 회전 전달을 연결하고 끊는다.
토크컨버터	function,process	토크컨버터는 오일 흐름으로 엔진 토크를 자동변속기에 전달하고 출발 때 회전 차이를 허용한다.
차동기어	function,part_of,role	차동기어는 좌우 바퀴에 토크를 나누면서 회전할 때 서로 다른 속도로 돌게 한다.
구동축	function,part_of,role	구동축은 변속기에서 차축 쪽으로 회전력과 토크를 길게 전달하는 축 부품이다.
등속조인트	function,part_of,boundary	등속조인트는 축이 꺾이고 길이가 변해도 일정한 회전 속도를 전달하지만 큰 축방향 하중은 지지하지 않는다.
휠허브	function,part_of,role	휠허브는 바퀴를 차체 베어링에 연결해 차량 무게를 지지하면서 자유롭게 회전하게 한다.
타이어	function,role	타이어는 차량과 노면 사이에서 하중을 받치고 추진, 조향, 제동 힘을 마찰로 전달한다.
트레드	function,part_of,attribute	타이어 표면의 트레드는 홈으로 물을 밀어내고 고무 모서리로 노면을 물어 미끄러짐을 줄인다.
연료탱크	function,part_of,state	연료탱크는 액체 연료를 밀폐 보관하고 펌프가 흡입할 수 있는 상태로 유지한다.
배기촉매	function,part_of,process	배기촉매는 배기가스의 유해 성분을 표면 반응으로 이산화탄소, 질소, 물에 가까운 물질로 바꾼다.
머플러	function,part_of,attribute	머플러의 여러 방과 흡음재는 배기 압력파를 간섭시키고 흡수해 소음을 줄인다.
배터리팩	function,state	배터리팩은 여러 전지를 전기적으로 묶어 에너지를 저장하고 구동계 요구에 따라 전력을 공급한다.
인버터	function,part_of,process	인버터는 배터리의 직류를 모터 속도와 토크에 맞는 교류로 변환한다.
회생제동장치	function,comparison	회생제동장치는 마찰제동과 달리 감속 중 모터를 발전기로 써 운동에너지 일부를 배터리에 되돌린다.
스티어링휠	function,role	스티어링휠은 운전자의 회전 입력을 조향 기구에 전달해 바퀴 방향을 바꾼다.
스티어링랙	function,part_of,process	스티어링랙은 피니언의 회전을 좌우 직선 운동으로 바꿔 타이로드를 민다.
파워스티어링펌프	function,part_of,role	파워스티어링펌프는 유압을 만들어 운전자가 조향축을 돌리는 힘을 보조한다.
타이로드	function,part_of,state	타이로드는 스티어링랙과 바퀴 너클을 연결해 좌우 이동을 조향 각도로 전달한다.
스티어링너클	function,part_of,role	스티어링너클은 휠허브를 지지하면서 타이로드 입력을 받아 바퀴가 수직축 주위로 돌게 한다.
컨트롤암	function,part_of,role	컨트롤암은 차체와 바퀴 허브의 위치 관계를 정하면서 현가 장치의 위아래 운동을 허용한다.
볼조인트	function,part_of,attribute	구형 결합의 볼조인트는 현가 부품 사이 각도가 바뀌어도 힘과 조향 운동을 전달한다.
코일스프링	function,process	코일스프링은 노면 충격 때 압축되어 에너지를 저장하고 다시 펴지며 차체 높이를 받친다.
리프스프링	function,comparison	겹판 구조의 리프스프링은 코일형과 달리 하중 지지와 차축 위치 고정을 함께 수행한다.
쇼크업소버	function,boundary	쇼크업소버는 오일 저항으로 스프링의 반복 진동을 줄이지만 차량 무게를 주로 받치는 스프링은 아니다.
스트럿	function,classification,subclass_of	쇼크업소버와 구조 지지를 결합한 스트럿은 차륜 위치까지 안내하는 현가 부품의 하위 유형이다.
안티롤바	function,part_of,process	안티롤바는 좌우 바퀴의 높이 차가 생길 때 비틀려 코너에서 차체 기울기를 줄인다.
부싱	function,part_of,role	고무 부싱은 금속 현가 부품 사이에서 작은 움직임을 허용하고 진동과 소음 전달을 완화한다.
서브프레임	function,part_of,role	서브프레임은 엔진과 현가 부품을 한 구조에 모아 하중을 차체 여러 고정점으로 분산한다.
에어서스펜션	function,state	에어서스펜션은 공기주머니 압력을 바꿔 적재량에 따라 차고와 승차감을 조절한다.
차고센서	function,boundary	차고센서는 차체와 바퀴 사이 높이를 감지하지만 스스로 공기 압력을 만들지는 않는다.
휠얼라인먼트조절볼트	function,part_of,state	휠얼라인먼트조절볼트의 편심 위치를 돌리면 바퀴의 캠버나 토 각도가 미세하게 바뀐다.
캐스터암	function,part_of,role	캐스터암은 조향축의 앞뒤 기울기를 유지해 직진 뒤 바퀴가 중앙으로 돌아오는 성질을 돕는다.
현가링크	function,part_of,role	현가링크는 차륜의 허용 운동 경로를 정하고 종횡 방향 힘을 차체로 전달한다.
범프스톱	function,part_of,boundary	범프스톱은 현가가 끝까지 눌릴 때 고무로 충격을 완화하지만 정상 주행에서 계속 하중을 받지는 않는다.
브레이크페달	function,role	브레이크페달은 운전자의 발 힘과 감속 의도를 유압 또는 전자 제동계에 전달한다.
마스터실린더	function,part_of,process	마스터실린더는 페달 이동으로 피스톤을 밀어 브레이크 배관에 유압을 만든다.
브레이크부스터	function,part_of,comparison	브레이크부스터는 진공이나 모터 힘을 더해 같은 제동력에 필요한 운전자 페달 힘을 줄인다.
브레이크캘리퍼	function,part_of,state	브레이크캘리퍼는 유압을 받으면 패드를 디스크 양면에 눌러 바퀴 회전을 늦춘다.
디스크로터	function,part_of,role	디스크로터는 바퀴와 함께 돌며 패드 마찰을 받아 운동에너지를 열로 방출한다.
브레이크패드	function,part_of,attribute	브레이크패드는 높은 마찰 재료로 회전 디스크를 잡아 차량을 감속시킨다.
드럼브레이크	function,classification,subclass_of	원통 안쪽에 슈를 벌려 마찰시키는 드럼브레이크는 차륜 마찰제동 장치의 하위 유형이다.
ABS센서	function,part_of,role	ABS센서는 각 바퀴의 회전 속도를 읽어 잠김 징후를 제어 모듈에 보낸다.
ABS모듈	function,state	ABS모듈은 급제동 중 잠기려는 바퀴의 유압을 빠르게 줄이고 다시 높여 조향 가능성을 유지한다.
전자식주차브레이크	function,state	전자식주차브레이크는 스위치 신호로 모터를 구동해 정차 차량의 바퀴를 고정하고 해제한다.
안전벨트	function,state	안전벨트는 착용 상태에서 충돌 때 몸의 이동을 강한 차체 고정점으로 제한한다.
프리텐셔너	function,part_of,process	프리텐셔너는 충돌 직후 안전벨트를 순간적으로 당겨 몸과 띠 사이의 느슨함을 없앤다.
에어백	function,state	에어백은 충돌 신호 뒤 짧은 시간에 부풀어 탑승자의 머리와 가슴이 단단한 구조물에 닿는 것을 완충한다.
충돌센서	function,boundary	충돌센서는 급격한 가속도 변화를 감지해 보호 장치를 작동시키지만 사고를 물리적으로 막지는 않는다.
크럼플존	function,process	크럼플존은 충돌 때 계획된 순서로 찌그러지며 에너지를 흡수해 승객실 감속을 완화한다.
범퍼빔	function,part_of,role	범퍼빔은 차량 앞뒤의 작은 충돌 하중을 넓게 받아 차체 양쪽 구조로 나눈다.
헤드레스트	function,boundary	헤드레스트는 뒤 충돌 때 머리의 과도한 후방 이동을 제한하며 목 전체를 단단히 고정하지는 않는다.
차선유지카메라	function,role	차선유지카메라는 앞 도로의 차선 경계를 인식해 이탈 경고와 조향 보조에 위치 정보를 제공한다.
사각지대레이더	function,role	사각지대레이더는 옆뒤의 접근 차량을 전파 반사로 감지해 차선 변경 위험을 알린다.
자동긴급제동제어기	function,state	자동긴급제동제어기는 임박한 충돌을 판단하면 운전자 반응이 없을 때 제동 압력을 자동으로 높인다.
