# concept<TAB>relations<TAB>directly authored text
용광로	function,process	용광로는 광석, 코크스, 석회석을 고온에서 반응시켜 철 성분을 녹은 쇳물로 분리한다.
유도로	function,process	유도로는 교류 자기장으로 금속 안에 전류를 유도해 직접 접촉하는 불꽃 없이 재료를 녹인다.
도가니로	function,attribute	내열 용기를 가열하는 도가니로는 소량의 금속을 다른 연료와 섞지 않고 용융 상태로 만든다.
주조래들	function,role	주조래들은 용해로의 쇳물을 받아 주형까지 운반하고 주입 흐름을 조절한다.
주형	function,state	주형의 빈 공간은 액체 재료를 받아 굳는 동안 원하는 외형과 표면을 유지한다.
코어	function,part_of,role	코어는 주형 안에서 금속이 채워지지 않을 공간을 차지해 주조품의 내부 구멍과 통로를 만든다.
다이캐스팅기	function,process	다이캐스팅기는 녹은 금속을 높은 압력으로 금형에 넣어 얇고 복잡한 부품을 빠르게 성형한다.
사출성형기	function,state	사출성형기는 플라스틱을 녹여 금형에 주입하고 냉각 뒤 굳은 제품을 밀어낸다.
블로성형기	function,process	블로성형기는 뜨거운 플라스틱 관 안에 공기를 불어 금형 벽에 밀착시켜 속 빈 용기를 만든다.
압축성형기	function,process	압축성형기는 금형 안 재료를 열과 압력으로 눌러 형상을 채우고 경화시킨다.
압연기	function,process	압연기는 회전 롤 사이로 금속을 통과시켜 두께를 줄이고 길이와 폭을 늘린다.
단조프레스	function,attribute	큰 압력을 천천히 가하는 단조프레스는 가열 금속을 금형 윤곽으로 흐르게 하고 조직을 치밀하게 한다.
유압프레스	function,state	유압프레스는 실린더 압력을 조절해 큰 직선 힘을 작업물에 일정 속도로 가한다.
기계프레스	function,comparison	기계프레스는 유압식보다 플라이휠과 크랭크로 짧고 빠른 반복 타격을 판재에 전달한다.
프레스브레이크	function,state	프레스브레이크는 상부 펀치를 하부 다이에 내려 판금에 선택한 각도의 긴 굽힘선을 만든다.
전단기	function,boundary	전단기는 위아래 직선 날로 판재를 잘라 곧은 절단선을 만들며 복잡한 곡선은 가공하지 못한다.
딥드로잉다이	function,part_of,process	딥드로잉다이는 평판을 펀치와 금형 사이로 끌어들여 이음 없는 컵 모양으로 늘린다.
롤포밍기	function,process	롤포밍기는 긴 판재를 여러 롤 단계에 통과시켜 단면을 조금씩 연속 성형한다.
압출기	function,process	압출기는 가열한 재료를 일정 단면의 다이 구멍으로 밀어 긴 제품을 연속 생산한다.
와이어드로잉기	function,process	와이어드로잉기는 금속선을 작은 다이 구멍으로 당겨 지름을 줄이고 길이를 늘린다.
