# concept<TAB>relations<TAB>directly authored text
실험대	function,role	실험대는 내화학성 상판, 수평 작업면, 시약·기구 수납, 서비스 연결을 제공해 시료 준비와 측정을 안전하게 수행하게 한다.
흄후드	function,boundary	흄후드는 작업 개구부로 실내 공기를 빨아들여 유해 증기와 먼지를 덕트로 배출하고 투명 새시로 사용자와 반응 구역을 나눈다.
무균작업대	function,boundary	무균작업대는 고효율 필터를 거친 한 방향 공기로 작업면의 미생물과 입자 유입을 줄이지만 유해 화학증기 배출용은 아니다.
글러브박스	function,state	글러브박스는 밀폐된 작업실을 질소·아르곤·진공 중 필요한 환경으로 유지하고 벽의 장갑으로 물질을 외부 공기와 접촉 없이 다루게 한다.
시약장	function,state	시약장은 병을 성질·유해성·사용 빈도별로 정리하고 턱·누출 방지 선반과 잠금으로 실험 시약을 오염과 전도에서 보호한다.
산보관장	function,boundary	산보관장은 부식성 산 용기를 내식성 선반에 두고 배기 통로와 누출 받이를 제공하며 알칼리와 반응성 물질에서 분리한다.
인화성물질보관장	function,state	인화성물질보관장은 유기용제 용기를 내화 함체와 자동 닫힘문 안에 저장하고 바닥 받이로 누출액이 점화원으로 흐르지 않게 한다.
가스실린더캐비닛	function,boundary	가스실린더캐비닛은 압축가스 용기를 체인으로 고정하고 자연·강제 환기로 누출 기체를 실외로 보내며 비호환 가스를 구획한다.
비상샤워기	function,role	비상샤워기는 몸에 유해 화학물질이 많이 묻었을 때 넓은 물줄기를 즉시 뿌려 의류와 피부의 오염물을 빠르게 흘려 보내게 한다.
안구세척기	function,role	안구세척기는 눈에 시약이 튀었을 때 낮은 압력의 두 물줄기로 양쪽 눈을 오래 씻어 화학물질을 희석·제거하게 한다.
세척병	function,role	세척병은 부드러운 플라스틱 병을 눌러 가는 노즐에서 정제수나 용매를 정해진 지점에 분사해 초자와 용기 내부를 씻는다.
비커	function,role	비커는 넓은 입구와 평평한 바닥으로 액체를 담고 섞고 가열하기 쉽게 하며 대략적인 부피 눈금은 제공하지만 정밀 계량용은 아니다.
삼각플라스크	function,attribute	삼각플라스크는 넓은 바닥과 좁은 목으로 액체를 흔들어도 튀어나오는 것을 줄이고 마개·냉각관과 연결해 배양과 반응에 쓴다.
메스플라스크	function,attribute	메스플라스크는 특정 온도에서 표시선까지 액체를 채우면 정해진 부피가 되도록 교정된 좁은 목의 용량 용기이다.
눈금실린더	function,attribute	눈금실린더는 균일한 지름의 긴 원통과 수평 눈금으로 부피를 비교적 정확하게 읽고 주둥이로 다른 용기에 따르게 한다.
피펫	function,process	피펫은 관 안으로 액체를 흡인한 뒤 표시된 부피를 정해진 배출 방식으로 옮겨 용액 조제와 분주에 필요한 양을 계량한다.
마이크로피펫	function,state	마이크로피펫은 피스톤 행정을 설정해 마이크로리터 범위의 액체를 일회용 팁에 흡인·배출하고 플런저 단계로 초과 배출을 줄인다.
피펫팁	function,boundary	피펫팁은 마이크로피펫의 피스톤과 시료 사이에 분리 공간을 만들어 액체를 정해진 부피로 담고 교체로 교차오염을 막는다.
뷰렛	function,state	뷰렛은 균일한 내경의 긴 눈금관 아래 콕을 조정해 적정 용액을 방울단위로 배출하고 초기·최종 눈금 차이로 사용 부피를 구한다.
적정스탠드	function,role	적정스탠드는 뷰렛을 수직으로 고정하고 클램프 높이를 조정해 플라스크 중앙에 용액이 떨어지며 콕을 안정적으로 조작하게 한다.
깔때기	function,role	깔때기는 넓은 입구로 액체와 가는 고체를 받아 좁은 관으로 모아 입구가 작은 용기에 흘리지 않고 옮기게 한다.
분액깔때기	function,process	분액깔때기는 서로 섞이지 않는 두 액체를 밀도 차이로 층분리한 뒤 하부 콕으로 무거운 층을 먼저 배출해 용매 추출을 수행한다.
여과플라스크	function,role	여과플라스크는 두꺼운 벽과 지관으로 진공 호스와 연결되고 여과지를 통과한 액체를 받으며 내부 음압을 견딘다.
부흐너깔때기	function,boundary	부흐너깔때기는 평평한 다공판 위의 여과지에 고체물을 고르게 펼치고 아래 진공으로 액체를 빨리 당겨 침전 케이크를 남긴다.
여과지	function,boundary	여과지는 얇은 섬유 구조의 틈보다 큰 고체 입자를 표면과 깊이 잡고 액체와 용해 물질은 통과시켜 혼합물을 분리한다.
원심분리관	function,state	원심분리관은 시료를 밀폐하고 로터 안에서 고속 회전을 견디며 바닥 첨단에 펠릿을 모으고 상등액을 분리한 채 보관한다.
시험관	function,role	시험관은 소량의 액체·고체 시료를 담아 가열, 반응, 관찰하고 열린 입구로 피펫·마개·센서를 접근시키는 작은 반응 용기이다.
시험관랙	function,role	시험관랙은 바닥 구멍과 지지 층이 여러 시험관을 수직으로 간격을 두어 고정하고 시료 번호별로 정렬하여 넘어짐과 혼동을 줄인다.
페트리접시	function,role	페트리접시는 낮고 넓은 바닥에 고체 배지를 평평하게 담고 투명한 뚜껑으로 오염을 줄이며 미생물 콜로니와 세포를 배양·관찰하게 한다.
실험용스파튤라	function,role	실험용스파튤라는 작은 금속·플라스틱 날로 분말, 결정, 연고 시료를 소량 떠서 저울, 용기, 시험관으로 옮기고 넓게 펼친다.
실험용도가니집게	function,boundary	실험용도가니집게는 긴 손잡이와 곡선 턱으로 뜨거운 도가니를 화로에서 잡아 손이 고온 용기와 직접 닿지 않고 이동하게 한다.
도가니	function,state	도가니는 내열 세라믹·금속 용기로 고체 시료를 매우 높은 온도에 가열해 회분, 용융, 열분해하며 반응물을 함부로 누출하지 않는다.
증발접시	function,attribute	증발접시는 넓고 얇은 바닥으로 용액의 표면적을 키워 용매를 빠르게 날리고 용질·결정 고체를 접시 안에 남긴다.
시계접시	function,role	시계접시는 오목한 유리판에 소량의 시료를 담고 색·결정을 관찰하거나 비커를 덮어 먼지 유입과 액체 튀어 나옴을 줄인다.
막자사발	function,process	막자사발은 거친 내면 위의 고체 시료를 막자로 누르고 비비며 파쇄해 입자 크기를 줄이고 섞임과 용해 속도를 높인다.
자석교반기	function,process	자석교반기는 용기 아래의 회전 자기장으로 액체 안 테플론 막대를 돌려 와류를 만들고 용질·온도·농도를 고르게 섞는다.
가열교반기	function,state	가열교반기는 자석 교반과 상판 히터를 함께 제어해 용액을 섞으면서 설정 온도로 데우고 과열과 국부 비등을 줄인다.
핫플레이트	function,state	핫플레이트는 평평한 금속·세라믹 상판을 히터로 데워 여러 용기의 바닥에 열을 전도하고 표면 온도를 조절한다.
수욕조	function,state	수욕조는 온도가 조절된 물에 시료 용기를 잠가 불꽃 없이 부드럽게 가열하고 물의 비열로 용기 사이 온도 편차를 줄인다.
항온수조	function,state	항온수조는 히터, 순환펌프, 온도센서로 물을 설정값 주위에 유지해 복수 시료의 반응·배양 조건을 균일하게 만든다.
오일배스	function,comparison	오일배스는 물보다 높은 비점의 열전달유를 사용해 100도 이상의 용기를 고르게 데우고 급격한 열충격을 줄인다.
가열맨틀	function,attribute	가열맨틀은 유리 플라스크 하부 곡면을 유연한 열선 피복으로 감싸 넓은 면적에 열을 전달하고 직접 불꽃에 닿지 않게 한다.
실험용오븐	function,state	실험용오븐은 팬으로 뜨거운 공기를 순환시켜 유리기구·시료를 균일한 설정 온도에서 건조, 가열, 열처리하고 시간을 제어한다.
머플로	function,state	머플로는 밀폐된 내화 실을 전기 히터로 매우 높은 온도에 유지해 시료를 회화·소결하고 외부 연소가스와 직접 접촉하지 않게 한다.
저온진공건조기	function,process	저온진공건조기는 챔버 압력을 낮춰 용매의 비점을 내리고 온화한 열과 함께 시료의 수분·용매를 저온에서 빠르게 제거한다.
선반형동결건조기	function,process	선반형동결건조기는 시료를 얼린 뒤 진공에서 얼음을 액체 단계 없이 수증기로 승화시켜 열에 민감한 구조와 용해 성분을 보존한다.
데시케이터	function,state	데시케이터는 밀폐 용기 아래의 건조제가 공기 중 수분을 흡수하게 해 흡습성 시료가 식는 동안 대기 습기를 다시 먹지 않게 보관한다.
실험용진공펌프	function,process	실험용진공펌프는 밀폐 챔버의 기체 분자를 외부로 배출해 압력을 낮추고 여과, 건조, 증류, 기체 제거 공정에 필요한 음압을 유지한다.
회전증발기	function,process	회전증발기는 플라스크를 진공 수욕에서 돌려 용액을 얇은 막으로 퍼뜨리고 낮은 온도에서 용매를 증발·응축해 용질을 농축한다.
냉각콘덴서	function,process	냉각콘덴서는 증류·환류 장치의 뜨거운 용매 증기를 차가운 관 벽에 접촉시켜 액체로 응축하고 수집 용기나 반응 플라스크로 흘려 보낸다.
