# concept<TAB>relations<TAB>directly authored text
전화수화기	function,role	전화수화기는 수신 전기 신호를 귀에 들리는 소리로 바꾸고 사용자의 음성을 반대 방향 신호로 전달하는 손잡이 부품이다.
전화송화기	function,process	전화송화기는 사용자의 말이 진동판을 흔들 때 정전용량이나 저항이 바뀌는 형태로 음성을 전기 신호로 만든다.
전화교환기	function,role	전화교환기는 발신 번호를 해석해 가입자 회선과 중계선 사이에 통화 경로를 열고 통화 중 자원을 유지한다.
가입자회선	function,role	가입자회선은 가정과 사무실의 전화 단말을 교환기에 연결해 음성, 링 신호, 전원, 발신 숫자를 구리선으로 운반한다.
링발생기	function,process	링발생기는 수신 호출이 올 때 가입자회선에 높은 교류 전압을 더해 전화기의 벨이 울리게 한다.
발신번호표시기	function,role	발신번호표시기는 첫 링과 두 번째 링 사이에 전송된 번호와 이름 데이터를 해독해 통화 수락 전에 화면에 보여 준다.
음성게이트웨이	function,boundary	음성게이트웨이는 전화망의 음성·호출 신호와 IP망의 음성 패킷·세션 제어를 서로 변환해 두 통신 방식을 연결한다.
VoIP코덱	function,process	VoIP코덱은 연속 음성 샘플을 프레임으로 압축해 대역폭을 줄이고 수신 프레임을 복호화해 재생 파형을 만든다.
세션개시프로토콜	function,role	세션개시프로토콜은 사용자 위치를 찾고 초대, 응답, 변경, 종료 메시지로 음성·영상 통화의 종단점과 매체 조건을 합의한다.
회의브리지	function,role	회의브리지는 여러 참가자의 음성·영상 스트림을 수신해 혼합하거나 선택적으로 전달하고 회의 접속과 발언 자원을 관리한다.
음성사서함	function,state	음성사서함은 받지 못한 통화의 녹음, 발신자, 시각, 확인 상태를 가입자별로 보관하고 전화나 앱으로 재생·삭제하게 한다.
콜센터분배기	function,state	콜센터분배기는 새 호출을 상담원의 상태, 기술, 대기 순서, 고객 우선순위와 비교해 적절한 대상에 배정하고 대기시간을 줄인다.
자동응답시스템	function,process	자동응답시스템은 안내 음성을 재생하고 사용자의 버튼·음성 입력을 해석해 정보 조회, 상담원 연결, 콜백 등 다음 단계로 이동시킨다.
단파송신기	function,process	단파송신기는 음성·데이터 신호로 고주파 반송파를 변조하고 고출력으로 증폭해 전리층 반사를 이용한 원거리 통신에 보낸다.
FM송신기	function,process	FM송신기는 음성 신호에 따라 반송파의 순간 주파수를 바꾸고 필요한 대역에서 증폭해 잡음 내성이 높은 라디오 방송을 전파한다.
AM송신기	function,process	AM송신기는 오디오 파형에 따라 고주파 반송파의 진폭을 변화시켜 간단한 수신기로 복조할 수 있는 방송 신호를 만든다.
송신안테나	function,process	송신안테나는 급전선의 고주파 전류를 공간으로 퍼지는 전자기파로 바꾸고 설계된 방향과 편파로 에너지를 방사한다.
수신안테나	function,process	수신안테나는 공간을 지나는 전자기파의 전기장이 도체에 만드는 미세 전압과 전류를 급전선에 전달한다.
