# concept<TAB>relations<TAB>directly authored text
노상	function,role	다져진 노상은 도로 포장의 가장 아래에서 차량 하중을 지반에 넓게 전달하는 기반이 된다.
보조기층	function,part_of,role	보조기층은 노상 위에서 배수와 하중 분산을 돕고 상부 골재가 지반에 섞이는 것을 막는다.
기층	function,part_of,attribute	강한 골재의 기층은 표면 포장에서 내려오는 반복 하중을 받아 아래 층으로 분산한다.
아스팔트포장	function,attribute	유연한 아스팔트포장은 타이어가 달릴 평탄한 표면을 만들고 작은 변형을 균열 없이 받아낸다.
콘크리트포장	function,comparison	콘크리트포장은 아스팔트보다 단단한 판 작용으로 무거운 차륜 하중을 넓게 분배한다.
포장줄눈	function,state	포장줄눈은 콘크리트가 온도와 수축으로 움직일 틈을 정해 무작위 균열이 생기는 것을 줄인다.
연석	function,role	연석은 차도와 보도의 높이 경계를 만들고 빗물이 측구를 따라 흐르도록 안내한다.
중앙분리대	function,boundary	중앙분리대는 반대 방향 교통을 물리적으로 나누지만 같은 방향 차로 변경을 안내하는 표시는 아니다.
과속방지턱	function,process	과속방지턱은 차량 바퀴를 수직으로 움직이게 해 운전자가 통과 전에 속도를 낮추도록 유도한다.
럼블스트립	function,boundary	럼블스트립은 타이어에 소리와 진동을 만들어 차선 이탈을 경고하지만 차량을 직접 멈추지는 않는다.
도로배수구	function,role	도로배수구는 포장 낮은 지점의 빗물을 받아 지하 우수관으로 보낸다.
측구	function,attribute	길게 이어진 측구는 도로 가장자리의 물을 경사 방향으로 모아 배수 지점까지 운반한다.
집수정	function,part_of,role	집수정은 여러 배수로의 물과 침전물을 한곳에 모아 관로로 넘기고 청소 지점을 제공한다.
암거	function,boundary	암거는 도로나 제방 아래로 물길을 통과시키며 위 차량 흐름과 수로를 서로 분리한다.
배수관	function,role	배수관은 지표와 구조물에서 모은 물을 낮은 방류 지점으로 밀폐 운반한다.
맨홀	function,state	맨홀은 평소 덮개로 닫혀 차량 하중을 받고, 점검 때 열려 지하 관로에 접근하게 한다.
도로경사	function,attribute	도로경사는 포장에 떨어진 물이 고이지 않고 가장자리 배수시설로 흘러가게 한다.
투수포장	function,comparison	투수포장은 일반 불투수 포장보다 빗물을 표면 구멍과 기층으로 스며들게 해 유출량을 줄인다.
교량접속판	function,part_of,role	교량접속판은 도로 성토와 교대 사이를 걸쳐 침하 차로 생기는 차량 충격을 완화한다.
도로방수층	function,part_of,role	도로방수층은 포장 균열로 들어온 물이 바닥판과 철근에 닿는 것을 막는다.
차선반사도료	function,attribute	유리구슬이 섞인 차선반사도료는 야간 전조등을 운전자 쪽으로 되돌려 경계를 보이게 한다.
노면표지	function,role	노면표지는 진행 방향, 정지선, 속도 제한을 운전자의 시선 가까운 포장 위에 전달한다.
표지판지주	function,part_of,role	표지판지주는 교통 표지를 정한 높이와 방향에 고정해 바람 하중을 지반으로 전달한다.
가변정보표지	function,state	가변정보표지는 사고, 혼잡, 기상에 따라 전광 문구와 차로 안내를 실시간으로 바꾼다.
교통신호등	function,state	교통신호등은 교차로 각 흐름에 진행, 주의, 정지 상태를 시간 순서로 제시한다.
차량감지루프	function,part_of,role	포장에 묻힌 차량감지루프는 금속 차량이 지나갈 때 전기 특성이 변해 교통량과 점유를 알린다.
과속단속카메라	function,boundary	과속단속카메라는 차량 속도와 번호판을 기록해 법 집행 자료를 만들지만 물리적으로 감속시키지는 않는다.
신호제어함	function,role	신호제어함은 감지기와 시간계획을 처리해 교차로 신호등의 점등 순서를 조정한다.
보행자신호버튼	function,state	보행자신호버튼은 횡단 요청을 제어기에 등록해 다음 안전 주기에 보행 신호가 배정되게 한다.
음향신호기	function,role	음향신호기는 보행 가능 상태와 방향을 소리로 알려 시각장애인의 횡단 판단을 돕는다.
볼라드	function,boundary	볼라드는 차량의 보도 진입을 막으면서 사람과 휠체어가 지날 간격을 남긴다.
델리네이터	function,attribute	반사판이 달린 델리네이터는 야간과 악천후에 도로 가장자리와 곡선의 연속 방향을 보여 준다.
시선유도표지	function,role	시선유도표지는 급한 곡선 바깥에 반복 배치되어 운전자의 눈을 진행 경로로 안내한다.
방호울타리	function,process	방호울타리는 이탈 차량과 접촉하며 변형되어 충격을 흡수하고 진행 방향으로 되돌린다.
충격흡수시설	function,boundary	충격흡수시설은 분기점의 단단한 구조물 앞에서 정면 충돌 에너지를 줄이지만 모든 각도 사고를 막지는 않는다.
도로조명	function,state	도로조명은 야간에 차도와 보행로의 밝기와 대비를 높여 장애물과 사람을 보이게 한다.
터널조명	function,process	터널조명은 입구에서 밝기를 단계적으로 바꿔 운전자의 눈이 외부와 내부 차이에 적응하게 한다.
버스정류장쉘터	function,role	버스정류장쉘터는 기다리는 승객을 비와 바람에서 가리고 노선 정보를 볼 장소를 제공한다.
횡단보도	function,classification	횡단보도는 보행자가 차도를 건널 권리와 경로를 교통 체계 안에서 명시한 구역이다.
보행자섬	function,role	보행자섬은 넓은 도로 중간에 안전 대기 공간을 만들어 횡단을 두 단계로 나누게 한다.
교대	function,role	교대는 교량 끝에서 상부구조 하중을 지지하고 뒤쪽 도로 성토의 흙압력도 막는다.
교각	function,role	교각은 교량 중간에서 상판과 거더 하중을 받아 기초로 전달하고 경간을 나눈다.
교량기초	function,part_of,role	교량기초는 교대와 교각의 큰 하중을 지반이나 깊은 암반에 안정적으로 전달한다.
교량받침	function,state	교량받침은 상부 하중을 하부구조로 넘기면서 온도에 따른 회전과 이동을 허용한다.
교량주거더	function,role	교량주거더는 경간을 따라 상판 하중을 휨으로 받아 교각과 교대로 전달한다.
가로보	function,part_of,role	가로보는 여러 교량 거더를 옆으로 연결해 차륜 하중과 비틀림을 분배한다.
교량상판	function,role	교량상판은 차량과 보행자가 통행할 평면을 만들고 하중을 아래 거더로 나눈다.
바닥판방수층	function,part_of,boundary	바닥판방수층은 염수와 빗물이 콘크리트에 스미는 것을 막지만 차량 마모를 직접 받는 표층은 아니다.
교량신축이음	function,state	교량신축이음은 상판 끝의 길이 변화와 회전을 허용하면서 차량이 틈을 건너게 한다.
케이블스테이	function,part_of,role	케이블스테이는 주탑과 상판을 직접 연결해 경간의 하중을 대각선 인장력으로 지지한다.
현수케이블	function,part_of,role	현수케이블은 두 주탑 사이 곡선으로 늘어져 행어를 통해 상판 전체 하중을 받는다.
행어	function,part_of,role	행어는 현수케이블과 교량 상판을 수직으로 연결해 하중을 주케이블에 전달한다.
주탑	function,role	주탑은 사장교와 현수교의 케이블을 높은 위치에서 받치고 압축력을 기초로 보낸다.
앵커리지	function,part_of,role	앵커리지는 현수케이블 끝의 거대한 인장력을 지반에 고정하는 구조물이다.
교량배수관	function,part_of,role	교량배수관은 상판의 빗물을 모아 거더와 교각에 흘리지 않고 지상 배수로로 보낸다.
난간	function,boundary	교량 난간은 보행자와 자전거의 추락을 막지만 차량 충돌용 방호벽과 설계 하중이 다르다.
점검통로	function,role	점검통로는 작업자가 거더와 받침에 안전하게 접근해 검사와 보수를 수행하게 한다.
교량충격방호공	function,process	교량충격방호공은 선박과 차량이 교각에 닿기 전에 충격을 받아 구조 손상을 줄인다.
낙교방지장치	function,state	낙교방지장치는 큰 지진 변위 때 상판이 받침을 넘어 떨어지지 않도록 연결 길이를 제한한다.
내진받침	function,process	내진받침은 지진 때 수평으로 변형되며 상부구조에 전달되는 가속도와 힘을 줄인다.
교량댐퍼	function,process	교량댐퍼는 상판과 주탑의 상대 움직임에서 진동 에너지를 소산해 흔들림을 감쇠한다.
아치리브	function,part_of,role	아치리브는 교량 하중을 곡선 압축력으로 양쪽 교대에 전달하는 주 구조 부재다.
트러스교절점	function,part_of,role	트러스교절점은 여러 막대 부재를 연결해 인장과 압축력이 정해진 경로로 이어지게 한다.
교량점검센서	function,role	교량점검센서는 변형, 진동, 균열 변화를 장기간 기록해 이상 징후를 조기에 알린다.
궤도노반	function,role	궤도노반은 레일과 도상에서 내려오는 반복 열차 하중을 지반에 분산하고 선형을 지지한다.
콘크리트도상	function,comparison	콘크리트도상은 자갈 도상보다 레일 위치를 단단히 고정해 고속선의 정밀 선형을 유지한다.
탄성레일패드	function,part_of,process	탄성레일패드는 레일과 침목 사이에서 눌리며 충격과 진동을 완화한다.
레일체결장치	function,part_of,state	레일체결장치는 레일을 침목에 눌러 고정하면서 온도와 차륜 하중의 작은 움직임을 받아낸다.
