# concept<TAB>relations<TAB>directly authored text
쌀세척볼	function,attribute	쌀세척볼의 옆면 배수구는 쌀알을 안에 남긴 채 탁한 물만 기울여 흘려보내도록 돕는다.
샐러드스피너	function,process	손잡이를 돌리면 샐러드스피너의 안쪽 바구니가 회전해 잎채소 표면의 물방울을 바깥 통으로 털어 낸다.
스테인리스콜랜더	function,attribute	스테인리스콜랜더는 많은 구멍으로 삶은 면의 뜨거운 물을 빠르게 빼면서 내용물을 받친다.
미세망체	function,boundary	미세망체는 육수의 작은 찌꺼기와 가루를 걸러 내지만 맑은 액체까지 흡수하는 필터는 아니다.
접이식채반	function,attribute	접이식채반은 사용할 때 펼쳐 식재료의 물을 빼고, 접으면 낮아져 좁은 수납칸에 들어간다.
싱크배수바구니	function,role	싱크배수바구니는 씻은 채소와 식기의 물이 싱크 안으로 떨어지는 동안 내용물이 배수구를 막지 않게 받친다.
채소세척망	function,process	채소세척망 안에서 작은 잎과 콩을 흔들어 씻으면 물은 빠지고 재료는 한꺼번에 회수된다.
과일세척트레이	function,attribute	돌기가 있는 과일세척트레이는 과일을 바닥의 고인 물에서 띄워 흐르는 물이 둘레를 지나게 한다.
두부물빼기틀	function,process	두부물빼기틀은 두부에 고른 압력을 가해 남은 수분을 천천히 배출하고 조리 중 부서짐을 줄인다.
요거트스트레이너	function,boundary	요거트스트레이너의 촘촘한 망은 유청을 분리해 농도를 높이며 굵은 면을 거르는 채반과 용도가 다르다.
계량스푼세트	function,classification,subclass_of	서로 정해진 부피를 가진 계량스푼세트는 소량 재료를 반복 측정하는 부피 계량 도구의 하위 유형이다.
건식계량컵	function,boundary	건식계량컵은 가루를 가득 담은 뒤 윗면을 평평하게 깎아 재며 눈금까지 액체를 읽는 피처와 방식이 다르다.
액체계량피처	function,attribute	투명한 액체계량피처는 수평 눈금과 주둥이로 액체 부피를 읽고 흘리지 않게 옮긴다.
전자주방저울	function,process	전자주방저울은 용기 무게를 영점으로 뺀 뒤 추가되는 재료의 질량만 화면에 표시한다.
탐침조리온도계	function,part_of,role	탐침조리온도계의 금속 탐침은 음식 중심에 들어가 내부 온도를 감지하는 측정부 역할을 한다.
주방타이머	function,state	주방타이머는 설정 시간이 줄어드는 상태를 표시하고 0에 도달하면 소리로 다음 조리 단계를 알린다.
커피도징컵	function,role	커피도징컵은 분쇄된 원두 한 회분을 받아 포터필터로 옮길 때 가루가 작업대에 흩어지지 않게 한다.
포션스쿱	function,attribute	스프링 배출판이 달린 포션스쿱은 같은 부피의 반죽이나 샐러드를 반복해서 덜어 낸다.
스파게티계량판	function,comparison	스파게티계량판의 서로 다른 구멍은 마른 면 다발의 굵기를 비교해 인원수에 맞는 양을 가늠한다.
디지털염도계	function,boundary	디지털염도계는 국물의 전기적 성질로 소금 농도를 추정하며 설탕 농도를 직접 재는 장치는 아니다.
셰프나이프	function,role	넓고 긴 날의 셰프나이프는 채소를 썰고 고기를 다지는 등 조리대의 범용 절단 역할을 맡는다.
산토쿠나이프	function,attribute	산토쿠나이프의 비교적 짧고 넓은 날은 썬 재료를 받쳐 옮기면서 채소와 생선을 곧게 자른다.
빵칼	function,boundary	톱니가 있는 빵칼은 부드러운 속을 누르지 않고 빵 껍질을 왕복 절단하며 뼈를 자르는 용도는 아니다.
페어링나이프	function,attribute	작은 페어링나이프는 손안에서 과일 껍질을 벗기고 씨눈이나 흠집을 정교하게 도려낸다.
본닝나이프	function,attribute	가늘고 단단한 본닝나이프는 뼈의 굴곡을 따라 고기와 결합 조직을 분리한다.
생선필렛나이프	function,comparison	유연한 생선필렛나이프는 뻣뻣한 칼보다 등뼈와 껍질의 곡면을 가까이 따라가며 살을 얇게 뜬다.
중식도	function,attribute	중식도의 넓고 무거운 날은 채소를 썰고 재료를 눌러 으깬 뒤 옆면으로 옮기는 데 기여한다.
치즈나이프	function,boundary	구멍이 난 치즈나이프는 부드러운 치즈가 날에 달라붙는 면적을 줄이지만 냉동 식품 절단에는 맞지 않는다.
토마토나이프	function,attribute	잔 톱니가 있는 토마토나이프는 과육을 누르기 전에 질긴 껍질을 먼저 끊어 얇은 조각을 만든다.
굴칼	function,role	짧고 두꺼운 굴칼은 굴 껍데기 틈을 벌리고 관자를 끊어 속살을 꺼내는 역할을 한다.
회전식필러	function,process	회전식필러의 날은 채소 굴곡에 맞춰 기울어지며 얇은 껍질을 연속해서 벗긴다.
Y자필러	function,attribute	손잡이와 가로날이 Y자로 놓인 Y자필러는 넓은 감자와 당근 표면을 손목 방향으로 깎는다.
줄리엔필러	function,classification,subclass_of	빗살 모양 날의 줄리엔필러는 채소를 가는 채로 동시에 자르는 필러의 하위 유형이다.
만돌린채칼	function,state	두께 조절판의 위치를 바꾸면 만돌린채칼이 왕복하는 채소를 설정된 두께의 평행 조각으로 자른다.
양배추슬라이서	function,comparison	폭이 넓은 양배추슬라이서는 일반 손필러보다 한 번에 긴 잎 단면을 지나가 가는 채를 빠르게 만든다.
달걀슬라이서	function,process	삶은 달걀을 달걀슬라이서 받침에 놓고 철사틀을 내리면 여러 조각이 같은 간격으로 나뉜다.
사과분할기	function,attribute	방사형 날과 중심 고리가 있는 사과분할기는 씨방을 빼면서 과육을 같은 쐐기 모양으로 나눈다.
파인애플코러	function,process	파인애플코러를 과육 속으로 돌려 넣으면 심은 가운데 남고 먹을 부분이 나선형으로 분리된다.
체리씨제거기	function,boundary	체리씨제거기는 작은 핀으로 씨만 밀어내 과육 형태를 보존하며 큰 복숭아 씨에는 쓰지 않는다.
