# family	자동차·철도차량·자전거의 조립 계층
# axes	차체/섀시, 동력계, 제동·조향, 대차, 차륜·구동 부품
# columns	concepts	relations	other_category	logic_pattern	directly_authored_text
# 001~030 자동차 차체·실내·부대 장치
승용차차체와외판골격구성	part_of,classification,function	-	hierarchical_subunit	승용차차체와외판골격구성은 바깥 형상을 만드는 얇은 패널과 그 안에서 하중을 받는 보강 골격을 결합한다. 외판 손상이 곧 내부 구조 전체의 파손을 뜻하지는 않는다.
프레임차량과세로보가로보구성	part_of,function,other	aggregate_identity	membership_collection	프레임차량과세로보가로보구성은 앞뒤로 긴 두 주부재를 여러 횡방향 부재로 묶어 사다리꼴 기반을 만든다. 각 보는 독립 부품이면서 차체와 동력계 하중을 함께 지지한다.
일체형차체와필러로커패널구성	part_of,classification,function	-	hierarchical_subunit	일체형차체와필러로커패널구성은 지붕을 받는 세로 기둥들과 문 아래의 긴 보강부를 용접된 껍질에 포함한다. 이 폐합 경로가 충돌력과 비틀림을 분산한다.
전방서브프레임과차체마운트구성	part_of,function,boundary	-	structural_component	전방서브프레임과차체마운트구성은 엔진·조향·현가 부품을 받는 작은 골격을 고무 부싱과 볼트로 주차체에 고정한다. 서브프레임은 분리 가능한 하위 조립체다.
차체충돌영역과크러시레일보강실구성	part_of,contrast,function	-	hierarchical_subunit	차체충돌영역과크러시레일보강실구성은 앞쪽에서 의도적으로 찌그러지는 부재와 탑승 공간 둘레의 강한 구조를 구별한다. 두 부분은 에너지 흡수와 생존 공간 유지라는 다른 역할을 맡는다.
자동차문과외판힌지래치구성	part_of,function,state	-	hierarchical_subunit	자동차문과외판힌지래치구성은 문 껍질을 회전 지지하는 경첩과 닫힌 위치에 붙드는 잠금 장치를 포함한다. 손잡이 입력에 따라 래치 상태가 풀리고 문이 움직인다.
자동차후드와내외판잠금구성	part_of,function,boundary	-	hierarchical_subunit	자동차후드와내외판잠금구성은 매끈한 바깥판, 강성을 더하는 안쪽판과 앞부분 잠금쇠를 결합한다. 후드는 엔진실 덮개이며 차체 지붕과는 별도 개폐 부분이다.
트렁크리드와힌지밀폐고무구성	part_of,function,state	-	hierarchical_subunit	트렁크리드와힌지밀폐고무구성은 뒤쪽 수납공간 덮개를 회전 부품에 연결하고 둘레에 탄성 씰을 두른다. 닫힌 상태에서는 빗물과 먼지 유입을 줄인다.
앞유리와접착층차체플랜지구성	part_of,function,boundary	-	structural_component	앞유리와접착층차체플랜지구성은 굽은 안전유리를 창 둘레 금속 턱에 연속 접착제로 고정한다. 접착층은 바람·누수를 막고 유리를 차체 강성 경로에 연결한다.
범퍼와외피흡수재보강빔구성	part_of,classification,function	-	hierarchical_subunit	범퍼와외피흡수재보강빔구성은 보이는 플라스틱 덮개 뒤에 충격 완충재와 가로 금속빔을 겹쳐 둔다. 낮은 속도 충돌에서 세 부분이 서로 다른 변형 몫을 맡는다.
자동차좌석과프레임쿠션헤드레스트구성	part_of,function,classification	-	hierarchical_subunit	자동차좌석과프레임쿠션헤드레스트구성은 하중을 받는 금속 뼈대에 몸을 지지하는 발포재와 머리 보호부를 붙인다. 각 부분은 자세 유지와 충돌 보호에 다르게 기여한다.
계기판과가로빔표면패널구성	part_of,function,boundary	-	hierarchical_subunit	계기판과가로빔표면패널구성은 차체 양옆을 잇는 숨은 구조빔 앞에 표시·수납용 성형판을 배치한다. 운전자가 보는 표면과 충돌 하중을 받는 내부 부재는 구별된다.
차량공조와증발기송풍기덕트구성	part_of,function,process	-	hierarchical_subunit	차량공조와증발기송풍기덕트구성은 공기를 식히는 열교환기, 흐름을 만드는 팬과 각 토출구로 나누는 관로를 연결한다. 실내 공기는 이 부품들을 지나 온도와 방향이 바뀐다.
센터콘솔과조작부수납함구성	part_of,function,classification	-	hierarchical_subunit	센터콘솔과조작부수납함구성은 앞좌석 사이에 변속·주행 입력 장치와 작은 물건을 넣는 공간을 함께 둔다. 두 구역은 같은 외장 조립체 안에서도 쓰임이 다르다.
