# family	사람 수면·각성·운동·피로·회복의 일반 생리 상태
# axes	수면 단계, 각성, 운동 강도, 피로 누적, 휴식·회복
# columns	concepts	relations	other_category	logic_pattern	directly_authored_text
# 001~030 취침 준비·수면 진입·밤중 단계 변화
취침전조명감소상태	state,process,role	-	lifecycle_stage	취침전조명감소상태는 잠들기 전 실내 빛과 화면 자극을 낮춰 활동 환경에서 휴식 환경으로 옮긴 단계다. 실제 졸림이나 수면 시작과는 구별한다.
취침전활동감속전환	state,process,classification	-	state_transition	취침전활동감속전환은 작업과 대화를 줄이고 앉거나 누워 신체 움직임을 낮추는 변화다. 움직임이 적다는 사실만으로 잠들었다고 판단하지 않는다.
주관적졸림증가상태	state,process,attribute	-	lifecycle_stage	주관적졸림증가상태는 눈꺼풀 무거움과 집중 지속의 어려움이 커져 깨어 있기 위한 노력이 필요한 단계다. 실제 수면 단계는 관찰 자료로 따로 확인한다.
침상내수면대기	state,process,classification	-	lifecycle_stage	침상내수면대기는 잠자리에 누웠지만 주변 소리에 반응하고 생각 흐름이 이어지는 상태다. 자세가 누워 있다는 것과 수면 시작 시점은 같지 않다.
수면진입전환	state,process,boundary	-	trigger_condition	수면진입전환은 지속적인 각성 반응이 줄고 가벼운 수면 특징이 나타나기 시작한 변화다. 잠깐 눈을 감은 휴식과 시간 연속성으로 구별한다.
초기얕은수면상태	state,process,classification	-	lifecycle_stage	초기얕은수면상태는 외부 자극에 비교적 쉽게 깨며 수면이 막 안정되기 시작한 단계다. 깊은 수면이나 완전한 각성과 경계를 둔다.
수면중근이완증가	state,process,attribute	-	state_transition	수면중근이완증가는 잠이 이어지며 자세 유지 근육의 긴장이 깨어 있을 때보다 낮아지는 변화다. 모든 근육 활동이 사라지는 것은 아니다.
수면방추출현단계	state,process,classification	-	lifecycle_stage	수면방추출현단계는 특정한 짧은 뇌 활동 무늬가 나타나 안정된 비급속안구운동 수면으로 분류되는 상태다. 한 신호만으로 밤 전체의 깊이를 말하지 않는다.
서파수면진입	state,process,classification	-	trigger_condition	서파수면진입은 느리고 큰 뇌 활동이 우세해지고 깨우기 어려운 깊은 단계로 넘어간 변화다. 단순한 장시간 무움직임과 생리 상태가 다르다.
서파수면유지상태	state,process,function	-	lifecycle_stage	서파수면유지상태는 깊은 비급속안구운동 수면 특징이 일정 시간 이어지는 단계다. 밤새 같은 깊이에 고정되지 않고 다른 단계로 순환한다.
급속안구운동수면전환	state,process,classification	-	state_transition	급속안구운동수면전환은 눈 움직임과 뇌 활동 양상이 달라지고 몸 근긴장이 크게 낮아지는 단계로 바뀐 것이다. 깨어 있는 눈 움직임과 맥락이 다르다.
급속안구운동수면유지	state,process,function	-	lifecycle_stage	급속안구운동수면유지는 특징적 눈 움직임과 낮은 자세 근긴장이 함께 이어지는 상태다. 꿈 보고 여부를 외부 신호만으로 매 순간 확정할 수는 없다.
수면주기단계재진입	state,process,contrast	-	reversible_cycle	수면주기단계재진입은 한 깊은 단계나 급속안구운동 단계를 지난 뒤 다시 얕은 수면 쪽으로 순환한 변화다. 완전 각성을 반드시 거치는 것은 아니다.
밤중미세각성전환	state,process,boundary	-	state_transition	밤중미세각성전환은 수면 중 짧게 반응성이 높아졌지만 기억에 남을 정도의 완전한 깸으로 이어지지 않은 변화다. 지속 시간과 행동 반응을 함께 본다.
밤중완전각성상태	state,process,classification	-	trigger_condition	밤중완전각성상태는 눈을 뜨고 주변을 인식하며 의도적 행동이 가능한 수준으로 깬 단계다. 잠자리에서 움직였다는 사실 하나로 분류하지 않는다.
밤중재입면진행	state,process,contrast	-	degradation_recovery	밤중재입면진행은 잠깐 깬 뒤 자극과 움직임을 줄여 다시 수면 특징으로 돌아가는 과정이다. 처음 잠들 때와 환경·졸림 정도가 다를 수 있다.
수면중자세변경	state,process,function	-	state_transition	수면중자세변경은 압력과 불편을 줄이려고 몸의 지지 면과 방향이 바뀐 변화다. 짧은 움직임이 수면 주기의 종료를 곧바로 뜻하지 않는다.
수면중체온저하상태	state,process,attribute	-	lifecycle_stage	수면중체온저하상태는 야간 리듬과 열 조절로 중심 체온이 낮은 구간에 머무는 단계다. 방 온도 하강과 몸 내부 리듬의 영향을 분리해 본다.
수면중심박감속상태	state,process,attribute	-	lifecycle_stage	수면중심박감속상태는 편안한 수면에서 활동기보다 심박이 낮아진 단계다. 개인 기준과 수면 단계에 따라 값이 달라 절대 수치만으로 상태를 확정하지 않는다.
수면중호흡변동상태	state,process,attribute	-	lifecycle_stage	수면중호흡변동상태는 단계 변화와 자세에 따라 호흡 간격과 깊이가 깨어 있을 때와 다르게 흔들리는 상태다. 일시 변동과 지속 이상을 구별해 기록한다.
외부소음에의한수면얕아짐	state,process,boundary	-	trigger_condition	외부소음에의한수면얕아짐은 반복 소리에 반응성이 높아져 깊은 단계에서 더 쉽게 깨는 단계로 이동한 변화다. 반드시 눈을 뜨는 완전 각성은 아니다.
소음종료후수면안정화	state,process,contrast	-	degradation_recovery	소음종료후수면안정화는 방해 자극이 사라진 뒤 움직임과 짧은 각성이 줄고 수면 단계가 다시 이어지는 과정이다. 잃은 수면 시간이 즉시 보충되는 것은 아니다.
새벽수면압력감소	state,process,attribute	-	state_transition	새벽수면압력감소는 밤 동안 잠을 잔 뒤 깨어 있으려는 경향이 점차 커지고 깊은 수면 비중이 줄어드는 상태 변화다. 알람 자극과 별도 요인이다.
기상직전얕은수면상태	state,process,classification	-	lifecycle_stage	기상직전얕은수면상태는 작은 소리와 빛에 반응하기 쉬우며 깨어남으로 넘어갈 가능성이 커진 단계다. 매일 같은 시각에 반드시 나타나는 것은 아니다.
알람반응각성전환	state,process,boundary	-	trigger_condition	알람반응각성전환은 반복 소리를 인지하고 수면 상태에서 의도적으로 알람을 끄는 각성으로 바뀐 변화다. 자동 움직임 뒤 다시 잠들 가능성도 있다.
