# family	회의·협업·프로젝트·결정·갈등 상태 변화
# axes	제안/논의/합의, 작업 진행, 보류, 충돌, 조정·종료
# columns	concepts	relations	other_category	logic_pattern	directly_authored_text
# 001~030 안건 제안·접수·논의·질의
회의안건의초안작성중	state,process,classification	-	lifecycle_stage	회의안건의초안작성중은 문제와 요청 사항을 문서로 정리하지만 아직 참석자에게 제출하지 않은 단계다. 개인 메모와 공식 안건 등록을 구별한다.
회의안건의제출전환	state,process,function	-	trigger_condition	회의안건의제출전환은 초안이 정해진 채널로 전달되어 검토와 일정 배정 대상이 된 변화다. 제출됐다는 사실이 채택을 뜻하지 않는다.
회의안건의접수완료	state,process,role	-	state_transition	회의안건의접수완료는 담당자가 제목·목적·제안자를 확인해 추적 번호와 처리 책임을 부여한 상태다. 내용 승인과 행정 접수를 나눠 기록한다.
회의안건의자료보완요청	state,process,boundary	-	trigger_condition	회의안건의자료보완요청은 판단에 필요한 근거·비용·영향 정보가 부족해 의제 편성을 잠시 멈춘 변화다. 거절이 아니라 추가 제출 전 대기다.
회의안건의보완자료제출	state,process,contrast	-	degradation_recovery	회의안건의보완자료제출은 요청된 근거가 추가되어 검토 흐름으로 다시 들어갈 수 있게 된 과정이다. 자료가 충분한지는 담당자가 다시 판단한다.
회의안건의일정배정	state,process,function	-	trigger_condition	회의안건의일정배정은 논의 날짜와 순서, 예상 시간이 정해져 대기 목록에서 특정 회의로 이동한 변화다. 결과 결정 시점과는 다르다.
회의안건의긴급순위상향	state,process,comparison	-	state_transition	회의안건의긴급순위상향은 기한과 위험 변화로 다른 의제보다 먼저 다룰 대상으로 바뀐 상태다. 중요도 자체가 영구히 높아졌다는 뜻은 아니다.
회의안건의의제제외보류	state,process,boundary	-	lifecycle_stage	회의안건의의제제외보류는 시간 부족이나 전제 미충족으로 이번 회의에서 빠졌지만 후속 회의 가능성이 남은 단계다. 폐기와 구별한다.
회의의개회전대기	state,process,classification	-	lifecycle_stage	회의의개회전대기는 참석자와 자료가 준비됐지만 진행자가 공식 시작을 선언하지 않은 단계다. 비공식 대화가 있어도 회의 기록 시간은 시작 전이다.
회의의개회전환	state,process,function	-	trigger_condition	회의의개회전환은 진행자가 목적과 순서를 알리고 공식 논의 시간이 시작된 변화다. 모든 참석자가 도착했는지는 별도 상태로 남을 수 있다.
