# family	항만·선박·선석·항로·정박지 공간 관계
# axes	접안면, 선수/선미 기준, 항로 안팎, 정박 간격, 수역 경계
# columns	concepts	relations	other_category	logic_pattern	directly_authored_text
# 001~030 항로·선석·정박지의 포함과 경계
항로안의입항화물선	other,boundary,state	containment_location	containment	항로안의입항화물선은 부표와 수심 기준으로 정한 통항 폭 안에 선체가 놓인다. 선수만 중심선에 있어도 선미가 경계를 넘을 수 있다.
정박지내의대기유조선	other,classification,state	containment_location	containment	정박지내의대기유조선은 항만도에 지정된 닻 정박 수역 안에 머문다. 항로를 비우면서도 항계 전체에는 포함된 위치다.
선석앞접안수역의컨테이너선	other,boundary,role	containment_location	containment	선석앞접안수역의컨테이너선은 안벽과 선석 한계가 정한 작업 범위에 들어와 있다. 항만 안이라는 큰 포함보다 좁은 자리다.
방파제밖의출항여객선	other,boundary,process	containment_location	containment	방파제밖의출항여객선은 항구 입구 구조물을 지나 외해 쪽 수역에 있다. 행정 항계 안인지 여부는 별도 경계로 확인한다.
항계안의예선	other,classification,role	containment_location	containment	항계안의예선은 항만 운영 경계 내부에서 대형 선박을 돕는다. 특정 선석이나 항로에 포함된 위치인지는 순간마다 달라진다.
부잔교안쪽의소형선박	other,boundary,state	containment_location	containment	부잔교안쪽의소형선박은 잔교와 육안이 둘러싼 잔잔한 수면에 있다. 구조물의 부분이 아니라 보호된 수역의 내용물이다.
건선거내부의수리선박	other,boundary,function	containment_location	containment	건선거내부의수리선박은 문을 닫고 물을 뺄 수 있는 도크 체적 안에 들어와 있다. 선체가 도크 구조의 부분이 되는 것은 아니다.
컨테이너부두장치장안의야드트랙터	other,classification,role	containment_location	containment	컨테이너부두장치장안의야드트랙터는 적치 블록과 차로로 나눈 육상 작업구역에 있다. 선박 접안 수역에는 포함되지 않는다.
접안선밖으로돌출된선수	other,boundary,state	containment_location	containment	접안선밖으로돌출된선수는 선체 대부분이 선석 범위에 있어도 앞부분이 지정 종단을 넘은 상태다. 선박 전체의 완전 포함은 성립하지 않는다.
부표항로밖의어선	other,boundary,contrast	containment_location	containment	부표항로밖의어선은 표시 부표 사이 통항 구역을 벗어난 수면에 있다. 항만 수역 안이라는 사실만으로 항로 포함이 되지 않는다.
준설구역내의작업선	other,classification,role	containment_location	containment	준설구역내의작업선은 해저를 파도록 공고된 수역 경계 안에 위치한다. 일반 통항 선박은 같은 구역을 피하거나 통제를 받아야 한다.
검역정박지안의입국대기선	other,classification,state	containment_location	containment	검역정박지안의입국대기선은 검역 절차 전 지정 수역에 머문다. 물리적 항만 진입과 행정상 입항 완료를 구별한다.
마리나계류구역속의요트	other,boundary,state	containment_location	containment	마리나계류구역속의요트는 핑거 부두와 계류선 사이의 지정 칸에 들어와 있다. 공용 항로를 점유하는 위치와 다르다.
항만보안구역안의순찰정	other,boundary,role	containment_location	containment	항만보안구역안의순찰정은 접근이 제한된 수역 경계 내부를 이동한다. 보안 임무가 구역 포함을 자동 결정하지 않고 실제 좌표가 필요하다.
조선소진수독안의신조선	other,boundary,process	containment_location	containment	조선소진수독안의신조선은 건조 후 물로 이동하기 전 도크 벽에 둘러싸여 있다. 진수하면 포함 상태가 순식간에 바뀐다.
갑문실내부의통과선박	other,boundary,process	containment_location	containment	갑문실내부의통과선박은 두 문 사이 수면에 완전히 들어와 수위 조정을 기다린다. 선미가 문 밖에 남으면 갑문 작동 조건을 충족하지 못한다.
항만회항수역안의대형선	other,boundary,function	containment_location	containment	항만회항수역안의대형선은 선회하도록 확보한 원형 또는 타원형 수면을 점유한다. 중심점 안에 있어도 선체 끝이 경계를 넘는지 본다.
부두창고내의수입화물	other,classification,role	containment_location	containment	부두창고내의수입화물은 선박에서 내린 뒤 건물 경계 안에 보관된다. 항만구역 포함과 세관 통제 상태는 서로 다른 정보다.
선박교통관제구역내의탱커	other,classification,state	containment_location	containment	선박교통관제구역내의탱커는 보고와 지시가 적용되는 해상 경계 안에 있다. 레이더 화면에 보인다는 사실만으로 포함을 정하지 않는다.
유류부두제한수역의작업정	other,boundary,role	containment_location	containment	유류부두제한수역의작업정은 화재 위험 때문에 출입을 통제한 접안 주변 수면에 있다. 허가 여부와 위치 포함을 나눠 기록한다.
외항정박지밖의통과선	other,boundary,state	containment_location	containment	외항정박지밖의통과선은 닻을 놓는 지정 다각형을 점유하지 않고 항로를 따라 지난다. 가까움과 정박지 포함은 같은 관계가 아니다.
선석크레인작업범위안의화물창	other,boundary,function	containment_location	containment	선석크레인작업범위안의화물창은 크레인 붐이 닿는 수평 투영 구역에 놓인다. 선박 전체가 같은 작업 범위에 들어올 필요는 없다.
방파제내항측의피항선	other,boundary,state	containment_location	containment	방파제내항측의피항선은 구조물이 파랑을 막는 안쪽 수역에 머문다. 방파제 재료 안에 포함됐다는 뜻이 아니라 상대 수면 구역이다.
해상풍력지원항만내의작업선	other,classification,role	containment_location	containment	해상풍력지원항만내의작업선은 부품 적재와 출항을 위한 전용 항만 경계 안에 있다. 실제 풍력단지 해역에는 아직 들어가지 않았다.
여객터미널수하물구역안의카트	other,classification,function	containment_location	containment	여객터미널수하물구역안의카트는 보안 통제된 육상 처리 공간에 있다. 선박 내부 수하물실과 물리적으로 분리된 장소다.
부두에이프런밖의일반차량	other,boundary,state	containment_location	containment	부두에이프런밖의일반차량은 선박 하역을 위한 안벽 가장자리 작업면을 점유하지 않는다. 항만 도로 안에서도 제한선 바깥에 있다.
해저케이블보호구역안의정박선	other,boundary,state	containment_location	containment	해저케이블보호구역안의정박선은 닻 투하가 제한된 수면 경계에 들어와 있다. 케이블 바로 위가 아니어도 보호구역 포함은 성립한다.
소형선전용항로내의도선정	other,classification,role	containment_location	containment	소형선전용항로내의도선정은 크기별로 나눈 통항 구역 안을 이동한다. 대형선 지원 기능과 현재 항로 소속은 별개다.
선미램프접안구역안의차량선	other,boundary,function	containment_location	containment	선미램프접안구역안의차량선은 뒤쪽 개구가 육상 램프와 맞도록 지정 면에 들어온다. 단순 안벽 평행 접안과 배치 조건이 다르다.
항만외곽울타리밖의대기트럭	other,boundary,state	containment_location	containment	항만외곽울타리밖의대기트럭은 부두 출입 통제선 전 공공 도로에 머문다. 화물을 운반해도 항만 운영구역에 포함되지는 않는다.
# 031~060 선수·선미·접안면·내외항 방향
선수앞쪽의도선정	other,role,state	directional_order	direction	선수앞쪽의도선정은 큰 배가 향하는 종축 전방에서 항로를 안내한다. 지리 북쪽이 아니라 선박 자세로 앞을 정한다.
선미뒤의예인선	other,role,process	directional_order	direction	선미뒤의예인선은 선박 종축 후방에서 줄을 당기거나 밀 준비를 한다. 선박이 후진하면 운동 방향과 선체 뒤쪽이 서로 다르다.
좌현쪽의부두안벽	other,boundary,state	directional_order	direction	좌현쪽의부두안벽은 선수가 앞을 향한 선박의 왼편에 접안면이 놓인 배치다. 육상에서 배를 마주 보는 사람에게는 오른쪽이다.
우현바깥의연료바지선	other,role,boundary	directional_order	direction	우현바깥의연료바지선은 선박 자체축 오른편에 나란히 붙거나 가까이 정박한다. 항로 방위와 무관하게 선체 기준을 따른다.
방파제입구앞의입항선	other,boundary,process	directional_order	direction	방파제입구앞의입항선은 바깥 바다에서 항구 문에 도달하기 전 진행축상에 있다. 내항 관찰자에게는 입구 너머로 보인다.
항구입구통과후의여객선	other,process,state	directional_order	direction	항구입구통과후의여객선은 방파제 끝 사이를 지나 내항 쪽 경로에 들어왔다. 선박 진행 기준의 뒤에는 외해 입구가 남는다.
안벽맞은편의외항정박선	other,contrast,boundary	directional_order	direction	안벽맞은편의외항정박선은 접안면에서 수역을 가로질러 마주 보이는 위치에 있다. 같은 선석을 사용하는 인접 선박은 아니다.
접안선수쪽의계류주	other,part_of,function	directional_order	direction	접안선수쪽의계류주는 선박 앞부분에서 나온 줄을 받도록 안벽 종단 쪽에 있다. 선박이 반대 방향으로 대면 역할 위치도 바뀐다.
접안선미쪽의갱웨이	other,function,role	directional_order	direction	접안선미쪽의갱웨이는 선체 후방 가까운 출입구와 부두를 잇는다. 선박 도면의 고정 선수·선미 축으로 위치를 표현한다.
항로중앙선왼편의출항선	other,boundary,state	directional_order	direction	항로중앙선왼편의출항선은 출항 진행 방향을 앞축으로 볼 때 중심선 왼쪽에 치우쳐 있다. 입항선의 상대 좌우 기준은 반대다.
내항북쪽의컨테이너부두	other,classification,role	directional_order	direction	내항북쪽의컨테이너부두는 항만 전역 방위에서 수역 중심보다 북편에 있다. 접안 선박의 좌현·우현과 같은 기준이 아니다.
남방파제안쪽의피항수역	other,boundary,function	directional_order	direction	남방파제안쪽의피항수역은 구조물에서 항구 중심을 향한 측면에 놓인다. 곡선 방파제에서는 국소 안쪽 방향이 계속 달라진다.
선석전면의작업바지선	other,role,state	directional_order	direction	선석전면의작업바지선은 안벽 접안면에서 물 쪽으로 바로 마주한 수역에 있다. 부두 뒤쪽 육상 장치장과 대비된다.
부두배후의물류창고	other,role,classification	directional_order	direction	부두배후의물류창고는 안벽에서 육지 쪽으로 더 들어간 뒤편에 배치된다. 선박 진행축의 후방과 혼동하지 않는다.
교차수역바깥의양보선박	other,boundary,state	directional_order	direction	교차수역바깥의양보선박은 공유 수면 진입선을 넘지 않고 자기 항로 쪽에서 머문다. 다른 수로의 선박이 먼저 지나면 뒤이어 교차부로 들어간다.
