# family	길이·면적·부피·질량·밀도의 기준화 비교
# axes	단위 변환, 절대/상대 차이, 형상 효과, 질량/밀도 분리
# columns	concepts	relations	other_category	logic_pattern	directly_authored_text
# 001~030 물리량 크기의 직접 비교
미터로통일한두막대길이차	other,comparison,attribute	multidimensional_order	magnitude_comparison	미터로통일한두막대길이차는 한 막대의 센티미터 값을 미터로 바꾼 뒤 같은 척도에서 뺀 값이다. 숫자 표기만 보고 단위가 다른 길이를 직접 비교하지 않는다.
킬로미터로환산한두도로거리비	other,comparison,attribute	multidimensional_order	magnitude_comparison	킬로미터로환산한두도로거리비는 미터와 킬로미터로 기록된 노선을 한 단위로 맞춘 뒤 큰 값을 작은 값으로 나눈다. 단위 변환 전 수치 비는 의미가 없다.
밀리미터눈금의판두께순위	other,comparison,classification	multidimensional_order	magnitude_comparison	밀리미터눈금의판두께순위는 서로 다른 규격으로 제시된 판재 두께를 같은 길이 단위로 바꿔 정한다. 판의 넓이나 질량이 더 크다는 결론까지 확대하지 않는다.
센티미터로맞춘상자세변길이비교	other,comparison,attribute	multidimensional_order	magnitude_comparison	센티미터로맞춘상자세변길이비교는 가로·세로·높이를 동일 단위에서 나란히 놓아 가장 긴 축을 찾는다. 각 축의 이름과 측정 방향을 먼저 일치시켜야 한다.
제곱미터로통일한두방바닥면적	other,comparison,attribute	multidimensional_order	magnitude_comparison	제곱미터로통일한두방바닥면적은 평과 제곱미터처럼 다른 단위의 값을 변환한 뒤 넓이를 비교한다. 변 길이 하나가 긴 방이 반드시 더 넓지는 않다.
제곱센티미터로바꾼종이면적차	other,comparison,process	multidimensional_order	magnitude_comparison	제곱센티미터로바꾼종이면적차는 제곱밀리미터 값을 백분의 일로 환산해 같은 면적 단위에서 뺀다. 길이 변환 비율을 제곱하지 않는 오류를 피한다.
헥타르기준의두농지넓이비	other,comparison,attribute	multidimensional_order	magnitude_comparison	헥타르기준의두농지넓이비는 제곱미터와 헥타르 표기를 한 기준으로 맞춰 경작 면적을 비교한다. 둘레 길이나 필지 모양은 이 비율에 포함되지 않는다.
제곱킬로미터로환산한호수표면적	other,comparison,state	multidimensional_order	magnitude_comparison	제곱킬로미터로환산한호수표면적은 서로 다른 지도 자료의 넓이를 공통 단위로 바꾼 값이다. 수위 시점이 다르면 단위가 같아도 직접 순위를 매기기 어렵다.
리터로통일한두용기용량차	other,comparison,attribute	multidimensional_order	magnitude_comparison	리터로통일한두용기용량차는 밀리리터와 리터로 적힌 최대 수용량을 변환한 뒤 뺀 값이다. 현재 담긴 액체 부피와 용기의 총용량을 구별한다.
세제곱미터기준의두탱크부피	other,comparison,attribute	multidimensional_order	magnitude_comparison	세제곱미터기준의두탱크부피는 리터 값을 천으로 나눠 같은 공간량 단위에서 비교한다. 외형 부피와 실제 사용 가능한 내부 용량은 별도로 확인한다.
세제곱센티미터로바꾼시편부피	other,comparison,process	multidimensional_order	magnitude_comparison	세제곱센티미터로바꾼시편부피는 세제곱밀리미터 값을 천분의 일로 환산한 뒤 다른 시편과 비교한다. 선형 변환 비율을 세 번 적용해야 한다.
밀리리터로맞춘두주사기눈금차	other,comparison,attribute	multidimensional_order	magnitude_comparison	밀리리터로맞춘두주사기눈금차는 마이크로리터 표기를 같은 부피 단위로 변환해 한 눈금당 용량을 비교한다. 총용량과 눈금 분해능을 섞지 않는다.
킬로그램으로통일한상자질량차	other,comparison,attribute	multidimensional_order	magnitude_comparison	킬로그램으로통일한상자질량차는 그램으로 잰 포장물과 킬로그램으로 잰 포장물을 같은 단위에서 비교한다. 포장재를 포함한 총질량인지 조건도 맞춰야 한다.
그램기준의두시료질량비	other,comparison,classification	multidimensional_order	magnitude_comparison	그램기준의두시료질량비는 밀리그램과 그램 값을 공통 단위로 바꿔 몇 배인지 계산한다. 시료의 부피가 다르면 이 비만으로 물질 밀도를 비교할 수 없다.
톤으로환산한두화물무게순위	other,comparison,attribute	multidimensional_order	magnitude_comparison	톤으로환산한두화물무게순위는 킬로그램 표시를 같은 큰 단위로 바꿔 적재 질량을 정렬한다. 차량 허용 하중과 실제 화물 질량을 별개로 본다.
마이크로그램기준의오염물질질량차	other,comparison,state	multidimensional_order	magnitude_comparison	마이크로그램기준의오염물질질량차는 나노그램과 마이크로그램 측정을 통일해 절대량 차이를 구한다. 채취한 공기 부피가 다르면 농도 차이와 같지 않다.
세제곱미터당킬로그램밀도비교	other,comparison,attribute	multidimensional_order	magnitude_comparison	세제곱미터당킬로그램밀도비교는 질량과 부피 단위를 모두 맞춘 뒤 단위 부피당 질량을 비교한다. 같은 질량이라도 차지하는 공간이 다르면 밀도는 달라진다.
밀리리터당그램용액밀도차	other,comparison,state	multidimensional_order	magnitude_comparison	밀리리터당그램용액밀도차는 같은 온도에서 부피와 질량을 재어 단위 부피 기준으로 뺀 값이다. 총 시료량이 큰 용액을 더 조밀하다고 단정하지 않는다.
제곱미터당그램종이평량순위	other,comparison,classification	multidimensional_order	magnitude_comparison	제곱미터당그램종이평량순위는 서로 다른 크기의 종이를 면적당 질량으로 환산해 정한다. 한 장의 총질량 순위와 재료의 평량 순위가 다를 수 있다.
미터당킬로그램봉재선밀도비	other,comparison,attribute	multidimensional_order	magnitude_comparison	미터당킬로그램봉재선밀도비는 길이가 다른 봉의 질량을 단위 길이로 나눠 비교한다. 단면적이 다르면 재료 자체의 체적 밀도와는 다른 지표다.
제곱미터당킬로그램판재면밀도	other,comparison,attribute	multidimensional_order	magnitude_comparison	제곱미터당킬로그램판재면밀도는 판의 총질량을 표면 기준 면적으로 나눈 값이다. 두께 차이가 있으므로 같은 재료의 체적 밀도와 직접 같다고 보지 않는다.
물과기름의공통온도밀도비	other,comparison,state	multidimensional_order	magnitude_comparison	물과기름의공통온도밀도비는 두 액체를 같은 온도에서 같은 단위로 측정해 계산한다. 온도가 달라 부피가 팽창한 자료를 그대로 비교하면 기준이 어긋난다.
건조전후목재겉보기밀도차	other,comparison,process	multidimensional_order	magnitude_comparison	건조전후목재겉보기밀도차는 같은 시편의 질량과 외형 부피를 각 시점에서 재어 비교한다. 수분 손실과 수축이 동시에 일어나므로 질량 변화만으로 정하지 않는다.
포장포함제외질량차이	other,comparison,boundary	multidimensional_order	magnitude_comparison	포장포함제외질량차이는 총질량에서 포장 용기의 질량을 뺀 순내용물 값과 비교한다. 서로 다른 포장 조건의 총량을 제품 자체 질량처럼 다루지 않는다.
빈용기기준순액체질량	other,comparison,process	multidimensional_order	magnitude_comparison	빈용기기준순액체질량은 채운 용기 측정값에서 같은 용기의 빈 질량을 차감해 얻는다. 두 용기의 재질이 다르면 총질량 비교와 내용량 비교가 달라진다.
수축전후직물길이상대차	other,comparison,process	multidimensional_order	magnitude_comparison	수축전후직물길이상대차는 세탁 전 길이를 기준으로 감소량을 나눠 백분율로 나타낸다. 센티미터 절대 감소가 같아도 초기 길이가 다르면 상대 변화가 다르다.
팽창전후기체부피배수	other,comparison,state	multidimensional_order	magnitude_comparison	팽창전후기체부피배수는 같은 압력 조건에서 나중 부피를 처음 부피로 나눈 값이다. 용기 눈금 단위와 온도 조건을 맞춘 뒤 해석해야 한다.
두도형둘레길이의공통단위차	other,comparison,attribute	multidimensional_order	magnitude_comparison	두도형둘레길이의공통단위차는 모든 변 길이를 같은 단위로 합한 뒤 경계 길이를 비교한다. 면적이 큰 도형이 항상 둘레도 더 길다는 결론은 성립하지 않는다.
두입체표면적의제곱단위비	other,comparison,classification	multidimensional_order	magnitude_comparison	두입체표면적의제곱단위비는 겉면들의 넓이를 동일 제곱 단위로 합해 나눈 값이다. 내부 용량이나 질량의 비와는 다른 형상 지표다.
동일질량두물체의부피차	other,comparison,contrast	multidimensional_order	magnitude_comparison	동일질량두물체의부피차는 질량을 같게 맞춘 상태에서 차지하는 공간량을 비교한다. 더 큰 부피의 물체가 더 무겁다는 일반화는 이 조건에서 틀린다.
# 031~060 물리량 종류와 비교 가능성의 대조
